NM,FQ,FM,LQ
9949,11316,11035,9760
10336,11665,10517,9568
10806,11784,10063,9538
11285,11656,9738,9690
11664,11327,9575,10038
11824,10888,9586,10548
11703,10425,9781,11116
11332,10007,10157,11580
10828,9694,10662,11805
10319,9547,11187,11749
9897,9618,11592,11465
9619,9909,11774,11044
9520,10363,11709,10569
9621,10876,11437,10112
9916,11332,11030,9742
10361,11646,10561,9524
10878,11763,10103,9512
11357,11669,9735,9726
11693,11372,9537,10133
11809,10916,9567,10648
11676,10392,9823,11158
11320,9921,10244,11556
10813,9613,10730,11762
10271,9526,11182,11731
9820,9654,11529,11467
9552,9954,11716,11033
9502,10370,11706,10528
9660,10844,11479,10063
9981,11310,11061,9726
10414,11676,10539,9562
10902,11835,10044,9588
11372,11716,9698,9794
11726,11338,9562,10162
11851,10815,9634,10648
11682,10296,9871,11166
11257,9887,10233,11583
10712,9634,10675,11779
10198,9549,11138,11709
9814,9638,11534,11414
9596,9908,11757,10989
9551,10342,11735,10531
9678,10878,11461,10114
9975,11396,11011,9784
10427,11750,10505,9585
10968,11836,10053,9570
11471,11647,9723,9777
11784,11260,9562,10187
11819,10777,9590,10711
11589,10289,9816,11211
11184,9869,10209,11570
10705,9585,10696,11726
10235,9489,11181,11672
9839,9613,11557,11433
9581,9943,11748,11050
9516,10423,11714,10577
9676,10957,11458,10101
10044,11427,11027,9724
10542,11737,10501,9539
11058,11814,9999,9584
11479,11635,9641,9840
11727,11238,9500,10239
11764,10722,9584,10705
11581,10208,9854,11162
11206,9804,10247,11538
10710,9572,10703,11753
10200,9533,11162,11739
9793,9681,11554,11478
9574,9995,11787,11027
9572,10445,11770,10507
9768,10971,11469,10043
10113,11465,10957,9721
10554,11781,10393,9574
11030,11817,9926,9607
11458,11572,9637,9817
11736,11143,9536,10191
11780,10657,9607,10680
11570,10210,9837,11193
11164,9855,10213,11603
10670,9624,10703,11800
10199,9549,11228,11732
9834,9667,11656,11431
9621,10000,11847,10987
9587,10506,11736,10496
9747,11064,11374,10039
10092,11515,10882,9690
10565,11747,10378,9512
11067,11734,9943,9547
11481,11517,9633,9801
11717,11153,9496,10226
11735,10707,9562,10739
11542,10244,9838,11234
11179,9841,10285,11611
10708,9582,10818,11794
10211,9534,11319,11737
9795,9718,11672,11442
9557,10095,11804,10963
9555,10574,11693,10417
9772,11060,11359,9937
10143,11465,10874,9618
10591,11712,10344,9504
11040,11750,9885,9590
11429,11559,9589,9850
11695,11172,9505,10246
11769,10681,9630,10735
11599,10199,9930,11247
11192,9825,10357,11664
10647,9619,10847,11853
10121,9597,11324,11736
9744,9757,11685,11355
9573,10085,11822,10843
9595,10544,11681,10340
9781,11052,11306,9931
10103,11493,10805,9656
10535,11749,10306,9534
11023,11759,9904,9582
11477,11533,9648,9823
11773,11145,9559,10254
11809,10684,9651,10810
11562,10230,9931,11351
11113,9848,10375,11714
10592,9601,10903,11808
10114,9547,11387,11640
9750,9720,11699,11285
9548,10094,11770,10834
9537,10588,11608,10361
9727,11089,11271,9934
10099,11492,10830,9624
10590,11726,10355,9493
11107,11753,9924,9584
11534,11566,9621,9893
11778,11186,9522,10360
11782,10680,9659,10885
11540,10162,9999,11354
11101,9754,10458,11672
10563,9544,10935,11775
10049,9557,11346,11637
9674,9767,11630,11289
9503,10124,11738,10812
9550,10574,11634,10314
9787,11057,11317,9898
10165,11495,10837,9634
10632,11784,10307,9555
11124,11822,9866,9661
11557,11572,9611,9942
11818,11108,9571,10369
11810,10570,9720,10883
11511,10093,10015,11370
11015,9752,10416,11699
10472,9573,10877,11777
10009,9564,11325,11601
9698,9733,11660,11238
9557,10081,11783,10790
9588,10575,11644,10344
9791,11124,11278,9958
10164,11586,10787,9677
10670,11826,10291,9553
11212,11780,9886,9634
11643,11488,9626,9939
11832,11046,9546,10415
11739,10552,9663,10942
11421,10087,9970,11388
10975,9721,10416,11662
10493,9516,10916,11727
10049,9517,11366,11592
9705,9738,11670,11285
9527,10146,11764,10851
9563,10664,11630,10360
9823,11184,11285,9913
10262,11593,10794,9612
10781,11803,10261,9530
11261,11762,9811,9676
11609,11475,9546,10004
11766,11011,9509,10439
11707,10483,9682,10909
11436,10010,10015,11341
10997,9680,10444,11659
10480,9534,10911,11782
10002,9580,11354,11656
9672,9804,11690,11297
9550,10184,11820,10795
9641,10679,11669,10284
9908,11208,11253,9877
10301,11637,10695,9631
10764,11831,10162,9564
11229,11731,9773,9676
11602,11392,9569,9961
11784,10928,9546,10395
11716,10453,9689,10910
11411,10043,9986,11398
10951,9739,10422,11727
10454,9572,10945,11806
10023,9577,11447,11624
9719,9793,11780,11245
9582,10214,11833,10766
9633,10761,11594,10279
9879,11285,11159,9861
10290,11644,10651,9582
10788,11766,10171,9497
11264,11658,9787,9632
11608,11372,9548,9972
11751,10967,9499,10449
11676,10504,9662,10969
11403,10055,10024,11424
10983,9705,10525,11723
10484,9534,11059,11802
10006,9592,11502,11633
9658,9871,11760,11239
9525,10302,11781,10713
9626,10793,11565,10182
9921,11250,11154,9768
10334,11594,10636,9541
10789,11757,10126,9518
11221,11695,9732,9685
11567,11411,9528,10011
11760,10964,9539,10457
11730,10462,9749,10970
11445,10017,10113,11458
10955,9713,10575,11787
10396,9588,11069,11836
9926,9646,11507,11585
9640,9882,11776,11127
9559,10274,11789,10607
9656,10767,11535,10143
9903,11262,11090,9793
10279,11634,10579,9583
10748,11787,10116,9532
11239,11688,9775,9665
11640,11380,9590,9996
11829,10947,9579,10499
11732,10479,9755,11068
11378,10045,10116,11544
10878,9714,10609,11788
10366,9545,11133,11755
9932,9594,11548,11495
9635,9864,11754,11091
9515,10303,11720,10624
9595,10813,11477,10163
9872,11283,11088,9780
10309,11621,10623,9542
10827,11769,10156,9508
11319,11702,9769,9700
11675,11421,9548,10092
11813,10969,9556,10597
11702,10438,9791,11108
11360,9955,10195,11516
10862,9630,10670,11743
10319,9522,11123,11740
9858,9628,11484,11504
9571,9908,11699,11088
9500,10312,11721,10590
9635,10787,11522,10119
9942,11265,11121,9764
10369,11654,10600,9580
10856,11841,10093,9583
11335,11745,9726,9768
11706,11379,9569,10117
11852,10861,9616,10593
11705,10339,9833,11110
11301,9919,10177,11541
10767,9650,10611,11764
10251,9546,11079,11726
9853,9614,11493,11459
9616,9865,11746,11050
9550,10287,11757,10594
9657,10824,11507,10167
9940,11355,11069,9819
10383,11731,10559,9599
10922,11840,10094,9560
11431,11672,9746,9745
11760,11298,9562,10137
11818,10823,9569,10650
11615,10333,9775,11153
11232,9905,10152,11531
10763,9605,10635,11716
10290,9489,11127,11694
9882,9590,11525,11481
9603,9903,11743,11110
9516,10374,11737,10636
9656,10908,11501,10148
10008,11389,11078,9753
10495,11715,10551,9545
11007,11814,10037,9569
11433,11658,9662,9802
11699,11279,9500,10184
11764,10773,9561,10643
11610,10260,9812,11106
11259,9844,10195,11502
10773,9594,10649,11747
10258,9534,11117,11764
9835,9661,11527,11526
9593,9958,11785,11084
9569,10397,11792,10558
9744,10922,11508,10082
10071,11423,11006,9743
10500,11756,10441,9577
10972,11817,9965,9588
11409,11598,9659,9778
11709,11191,9538,10134
11784,10716,9588,10617
11607,10265,9801,11140
11221,9898,10166,11573
10732,9648,10655,11799
10253,9551,11187,11757
9871,9647,11632,11473
9636,9961,11843,11036
9579,10454,11755,10541
9717,11009,11411,10076
10043,11469,10931,9712
10504,11723,10429,9514
11005,11740,9986,9527
11434,11550,9660,9759
11696,11208,9501,10171
11746,10769,9546,10683
11580,10302,9805,11187
11235,9884,10242,11585
10766,9604,10773,11792
10260,9533,11278,11758
9825,9695,11645,11477
9567,10052,11797,11007
9540,10519,11709,10462
9736,11002,11399,9974
10091,11417,10930,9640
10530,11690,10402,9506
10982,11761,9932,9571
11387,11598,9618,9813
11678,11231,9511,10197
11783,10743,9616,10684
11637,10253,9900,11204
11244,9863,10314,11638
10700,9635,10798,11848
10164,9591,11278,11753
9771,9728,11652,11390
9579,10037,11812,10890
9579,10482,11703,10388
9744,10991,11353,9972
10052,11447,10866,9683
10477,11733,10366,9540
10970,11776,9951,9567
11441,11577,9675,9789
11764,11200,9565,10208
11825,10740,9636,10760
11599,10277,9897,11305
11162,9878,10326,11685
10642,9610,10848,11801
10155,9536,11335,11657
9777,9686,11664,11325
9556,10041,11763,10888
9522,10525,11634,10416
9694,11030,11321,9982
10051,11453,10892,9654
10538,11715,10415,9502
11061,11771,9969,9570
11505,11605,9645,9860
11770,11236,9522,10314
11795,10730,9637,10833
11573,10202,9958,11305
11148,9781,10401,11640
10614,9552,10873,11769
10094,9544,11292,11660
9704,9732,11597,11336
9513,10073,11735,10873
9538,10515,11664,10374
9756,11004,11370,9946
10123,11460,10899,9663
10586,11775,10363,9561
11082,11838,9905,9646
11526,11607,9629,9906
11806,11152,9567,10317
11821,10614,9693,10825
11545,10131,9968,11318
11066,9778,10356,11667
10528,9582,10814,11776
10059,9552,11273,11631
9731,9700,11632,11292
9569,10032,11787,10854
9578,10520,11678,10403
9764,11076,11330,10003
10124,11555,10844,9701
10625,11816,10341,9554
11168,11792,9920,9613
11608,11519,9639,9897
11816,11089,9537,10356
11751,10598,9633,10880
11458,10129,9920,11338
11030,9751,10355,11636
10554,9527,10857,11733
10100,9507,11322,11627
9739,9707,11651,11339
9540,10101,11774,10911
9553,10615,11663,10414
9795,11138,11333,9951
10220,11560,10846,9630
10730,11789,10307,9526
11210,11772,9842,9650
11569,11507,9558,9956
11750,11059,9499,10379
11720,10537,9652,10847
11478,10059,9967,11294
11057,9713,10390,11637
10543,9547,10861,11791
10054,9572,11316,11693
9703,9777,11674,11349
9558,10142,11828,10849
9628,10629,11699,10330
9876,11159,11297,9908
10252,11600,10745,9645
10705,11816,10208,9558
11171,11745,9806,9647
11561,11431,9582,9913
11771,10983,9539,10335
11736,10512,9662,10851
11458,10095,9945,11353
11013,9775,10374,11709
10515,9585,10901,11817
10069,9569,11413,11657
9746,9764,11765,11289
9586,10169,11838,10813
9614,10706,11622,10321
9838,11233,11203,9891
10234,11606,10704,9595
10725,11754,10221,9490
11206,11677,9824,9603
11571,11416,9566,9925
11744,11027,9495,10392
11701,10565,9639,10916
11450,10108,9986,11387
11040,9738,10481,11708
10539,9545,11015,11810
10047,9580,11467,11659
9680,9837,11740,11279
9524,10251,11784,10758
9602,10734,11592,10226
9876,11195,11202,9801
10275,11558,10694,9556
10728,11749,10181,9512
11169,11720,9771,9659
11536,11461,9546,9969
11758,11026,9536,10406
11756,10522,9727,10921
11491,10064,10076,11421
11009,9740,10528,11769
10446,9593,11020,11840
9963,9628,11464,11610
9659,9843,11752,11168
9556,10217,11793,10657
9631,10704,11568,10191
9860,11205,11146,9829
10225,11601,10641,9602
10692,11785,10171,9531
11193,11718,9813,9642
11616,11430,9607,9956
11832,11004,9574,10450
11758,10531,9730,11020
11419,10085,10073,11505
10928,9735,10556,11766
10413,9547,11075,11759
9969,9572,11501,11524
9655,9820,11732,11139
9513,10244,11729,10681
9571,10751,11515,10217
9832,11232,11145,9821
10259,11594,10685,9564
10777,11771,10210,9506
11280,11730,9804,9678
11654,11466,9561,10052
11814,11018,9546,10547
11724,10483,9761,11054
11401,9988,10146,11473
10913,9648,10609,11722
10370,9520,11064,11747
9898,9604,11439,11540
9593,9864,11680,11145
9499,10256,11734,10653
9615,10729,11564,10174
9907,11219,11180,9804
10324,11631,10659,9599
10812,11843,10141,9580
11297,11770,9755,9742
11682,11419,9576,10072
11849,10906,9601,10536
11726,10382,9796,11052
11344,9953,10124,11495
10823,9669,10549,11745
10307,9545,11020,11740
9897,9593,11451,11502
9640,9824,11734,11109
9554,10234,11775,10657
9640,10771,11551,10220
9907,11314,11123,9855
10339,11709,10613,9613
10875,11840,10136,9551
11389,11691,9771,9713
11732,11335,9566,10085
11815,10868,9551,10587
11639,10381,9735,11094
11279,9944,10097,11490
10823,9628,10574,11705
10349,9491,11074,11714
9927,9571,11492,11526
9628,9865,11737,11168
9519,10325,11757,10695
9638,10857,11542,10195
9972,11347,11128,9782
10447,11690,10599,9554
10953,11810,10078,9554
11385,11677,9686,9766
11669,11320,9501,10131
11761,10826,9542,10581
11638,10313,9774,11050
11311,9888,10144,11465
10836,9620,10597,11738
10317,9538,11073,11785
9878,9644,11500,11569
9614,9924,11780,11136
9568,10350,11810,10608
9721,10870,11545,10122
10030,11377,11053,9768
10444,11728,10491,9581
10911,11815,10007,9571
11356,11626,9684,9740
11678,11241,9542,10080
11787,10774,9573,10556
11641,10322,9768,11086
11277,9943,10122,11541
10794,9675,10607,11795
10307,9556,11146,11779
9908,9629,11605,11512
9652,9924,11836,11081
9572,10403,11769,10586
9688,10952,11448,10112
9994,11421,10981,9735
10443,11696,10482,9519
10943,11743,10031,9511
11384,11582,9690,9722
11673,11261,9509,10120
11753,10833,9533,10627
11617,10360,9775,11141
11289,9927,10202,11556
10824,9627,10728,11786
10309,9533,11236,11774
9857,9673,11614,11510
9577,10009,11786,11050
9529,10461,11723,10508
9702,10942,11437,10015
10039,11368,10985,9667
10469,11666,10461,9513
10924,11768,9982,9557
11344,11636,9648,9780
11661,11288,9519,10151
11794,10806,9603,10634
11673,10307,9871,11159
11295,9900,10271,11609
10752,9652,10749,11839
10208,9585,11230,11766
9800,9700,11615,11424
9588,9988,11800,10937
9566,10422,11720,10439
9711,10929,11398,10017
10003,11400,10926,9713
10421,11714,10427,9551
10917,11790,9999,9557
11404,11617,9704,9759
11750,11255,9572,10163
11838,10796,9621,10709
11633,10323,9864,11259
11208,9908,10278,11652
10692,9622,10790,11790
10199,9526,11281,11673
9807,9654,11626,11365
9566,9989,11755,10942
9511,10463,11657,10474
9662,10972,11370,10032
10005,11413,10953,9687
10488,11701,10475,9513
11015,11786,10015,9559
11474,11642,9670,9829
11757,11284,9525,10268
11805,10777,9617,10779
11603,10243,9917,11255
11194,9808,10345,11605
10666,9562,10811,11759
10143,9531,11237,11682
9737,9699,11562,11384
9526,10023,11730,10935
9528,10458,11691,10436
9729,10950,11421,9996
10084,11423,10959,9695
10541,11762,10418,9571
11039,11850,9945,9632
11493,11638,9649,9870
11791,11194,9563,10266
11827,10660,9667,10764
11577,10173,9922,11263
11117,9807,10297,11632
10586,9593,10752,11773
10110,9543,11221,11661
9765,9671,11603,11345
9583,9987,11789,10916
9572,10466,11710,10461
9740,11026,11381,10048
10085,11522,10898,9727
10578,11804,10389,9557
11121,11801,9954,9594
11569,11547,9654,9856
11798,11131,9530,10299
11759,10647,9604,10817
11494,10175,9873,11285
11085,9785,10297,11608
10614,9542,10800,11735
10154,9500,11278,11659
9776,9680,11629,11392
9554,10058,11780,10971
9545,10565,11692,10467
9769,11091,11378,9989
10178,11524,10896,9650
10677,11772,10353,9524
11156,11779,9876,9625
11527,11538,9573,9911
11730,11108,9492,10320
11731,10593,9624,10786
11518,10110,9924,11244
11116,9750,10339,11612
10606,9563,10811,11797
10106,9567,11279,11726
9736,9751,11656,11398
9569,10100,11834,10900
9617,10578,11726,10375
9843,11108,11340,9941
10202,11560,10796,9660
10645,11799,10256,9552
11113,11756,9842,9620
11517,11470,9600,9867
11755,11039,9535,10276
11754,10572,9639,10793
11503,10148,9907,11309
11073,9812,10329,11689
10574,9602,10856,11824
10116,9563,11378,11686
9773,9736,11746,11331
9591,10123,11841,10858
9596,10650,11647,10362
9800,11177,11246,9924
10177,11566,10757,9612
10661,11741,10273,9486
11148,11695,9863,9578
11533,11460,9587,9880
11736,11086,9495,10338
11722,10629,9617,10864
11496,10160,9951,11347
11097,9773,10437,11689
10593,9557,10970,11813
10088,9570,11427,11684
9701,9805,11716,11317
9524,10201,11783,10804
9580,10673,11618,10271
9833,11138,11251,9837
10219,11518,10754,9575
10667,11740,10237,9511
11116,11743,9813,9637
11504,11509,9567,9929
11754,11087,9535,10357
11780,10579,9707,10873
11534,10110,10040,11382
11060,9768,10481,11747
10495,9600,10968,11840
10001,9613,11417,11634
9679,9805,11724,11211
9554,10163,11793,10709
9609,10640,11600,10241
9820,11148,11200,9869
10172,11566,10704,9625
10636,11782,10228,9532
11147,11745,9853,9623
11590,11478,9625,9919
11831,11059,9571,10402
11780,10582,9706,10969
11460,10124,10031,11462
10977,9756,10501,11743
10460,9549,11017,11760
10007,9552,11453,11551
9677,9779,11707,11186
9515,10187,11735,10738
9552,10689,11552,10273
9794,11181,11202,9865
10210,11566,10747,9588
10729,11771,10263,9508
11241,11755,9840,9658
11630,11508,9575,10014
11811,11065,9538,10495
11743,10528,9729,11000
11439,10024,10096,11427
10963,9669,10548,11697
10423,9521,11002,11752
9942,9583,11392,11574
9618,9825,11658,11201
9502,10203,11744,10717
9598,10673,11603,10232
9874,11173,11236,9846
10282,11604,10719,9620
10766,11843,10188,9578
11257,11791,9785,9718
11655,11455,9584,10029
11842,10950,9587,10479
11744,10426,9760,10992
11386,9990,10070,11448
10880,9692,10486,11725
10364,9548,10961,11753
9942,9575,11408,11544
9668,9787,11718,11168
9559,10185,11791,10719
9626,10718,11592,10273
9875,11271,11177,9891
10297,11682,10667,9627
10827,11836,10179,9544
11342,11709,9798,9682
11700,11371,9571,10036
11806,10916,9533,10526
11661,10429,9698,11033
11326,9986,10044,11447
10882,9656,10515,11690
10408,9498,11021,11731
9974,9555,11458,11568
9655,9831,11729,11224
9523,10279,11775,10750
9622,10808,11579,10240
9938,11304,11176,9811
10399,11661,10649,9563
10897,11803,10120,9542
11333,11696,9712,9731
11635,11360,9508,10078
11755,10880,9526,10519
11664,10369,9738,10993
11362,9934,10097,11426
10899,9648,10546,11727
10377,9546,11027,11805
9921,9631,11470,11610
9637,9891,11772,11186
9568,10303,11824,10657
9699,10818,11579,10161
9988,11328,11101,9793
10388,11696,10542,9588
10850,11810,10051,9557
11302,11651,9713,9704
11647,11289,9550,10028
11786,10835,9561,10496
11673,10381,9738,11032
11332,9990,10080,11507
10855,9703,10562,11787
10361,9562,11105,11796
9946,9613,11576,11546
9669,9887,11825,11125
9566,10351,11782,10630
9660,10894,11482,10151
9946,11369,11032,9761
10382,11667,10537,9528
10880,11743,10080,9498
11334,11613,9722,9688
11647,11314,9521,10070
11760,10895,9523,10573
11650,10420,9747,11093
11341,9972,10161,11526
10880,9650,10683,11777
10357,9535,11192,11786
9890,9651,11580,11541
9590,9966,11771,11093
9519,10405,11734,10555
9670,10881,11475,10057
9990,11317,11041,9696
10410,11640,10521,9524
10867,11773,10033,9547
11300,11672,9681,9749
11642,11344,9529,10107
11803,10866,9594,10583
11707,10360,9843,11113
11343,9937,10229,11576
10804,9670,10697,11826
10253,9581,11178,11777
9830,9674,11575,11457
9599,9942,11783,10986
9556,10361,11735,10492
9681,10867,11441,10065
9957,11351,10987,9747
10366,11693,10489,9565
10866,11801,10049,9549
11367,11654,9735,9731
11736,11306,9580,10120
11848,10849,9608,10658
11664,10368,9830,11210
11252,9940,10228,11616
10741,9636,10730,11777
10245,9518,11224,11687
9840,9624,11587,11403
9580,9940,11744,10996
9505,10402,11678,10533
9635,10914,11417,10084
9963,11371,11014,9722
10440,11685,10534,9527
10971,11797,10061,9550
11440,11675,9696,9799
11743,11328,9528,10222
11811,10824,9597,10724
11631,10284,9876,11202
11239,9837,10289,11567
10720,9574,10749,11747
10194,9523,11181,11701
9774,9669,11527,11430
9542,9976,11724,10996
9523,10402,11716,10498
9705,10898,11469,10048
10046,11385,11018,9727
10497,11747,10472,9581
10995,11859,9985,9619
11456,11667,9669,9836
11770,11235,9561,10214
11831,10706,9642,10703
