 Date__(UT)__HR:MN, Date_________JDUT,     Sun,    ObsEcLon,   ObsEcLat,
 2024-Apr-11 06:00, 2460411.750000000,     Sun,  21.8419103,  0.0000387,
 2024-Apr-11 12:00, 2460412.000000000,     Sun,  22.0872845,  0.0000463,
 2024-Apr-11 18:00, 2460412.250000000,     Sun,  22.3326216,  0.0000535,
 2024-Apr-12 00:00, 2460412.500000000,     Sun,  22.5779211,  0.0000603,
 2024-Apr-12 06:00, 2460412.750000000,     Sun,  22.8231829,  0.0000666,
 2024-Apr-12 12:00, 2460413.000000000,     Sun,  23.0684067,  0.0000725,
 2024-Apr-12 18:00, 2460413.250000000,     Sun,  23.3135922,  0.0000779,
 2024-Apr-13 00:00, 2460413.500000000,     Sun,  23.5587392,  0.0000828,
 2024-Apr-13 06:00, 2460413.750000000,     Sun,  23.8038475,  0.0000871,
 2024-Apr-13 12:00, 2460414.000000000,     Sun,  24.0489168,  0.0000910,
 2024-Apr-13 18:00, 2460414.250000000,     Sun,  24.2939471,  0.0000943,
 2024-Apr-14 00:00, 2460414.500000000,     Sun,  24.5389381,  0.0000971,
 2024-Apr-14 06:00, 2460414.750000000,     Sun,  24.7838897,  0.0000994,
 2024-Apr-14 12:00, 2460415.000000000,     Sun,  25.0288019,  0.0001012,
 2024-Apr-14 18:00, 2460415.250000000,     Sun,  25.2736746,  0.0001024,
 2024-Apr-15 00:00, 2460415.500000000,     Sun,  25.5185077,  0.0001031,
 2024-Apr-15 06:00, 2460415.750000000,     Sun,  25.7633011,  0.0001032,
 2024-Apr-15 12:00, 2460416.000000000,     Sun,  26.0080549,  0.0001029,
 2024-Apr-15 18:00, 2460416.250000000,     Sun,  26.2527690,  0.0001020,
 2024-Apr-16 00:00, 2460416.500000000,     Sun,  26.4974435,  0.0001006,
 2024-Apr-16 06:00, 2460416.750000000,     Sun,  26.7420785,  0.0000988,
 2024-Apr-16 12:00, 2460417.000000000,     Sun,  26.9866739,  0.0000964,
 2024-Apr-16 18:00, 2460417.250000000,     Sun,  27.2312299,  0.0000935,
 2024-Apr-17 00:00, 2460417.500000000,     Sun,  27.4757466,  0.0000902,
 2024-Apr-17 06:00, 2460417.750000000,     Sun,  27.7202240,  0.0000864,
 2024-Apr-17 12:00, 2460418.000000000,     Sun,  27.9646624,  0.0000822,
 2024-Apr-17 18:00, 2460418.250000000,     Sun,  28.2090618,  0.0000776,
 2024-Apr-18 00:00, 2460418.500000000,     Sun,  28.4534224,  0.0000725,
 2024-Apr-18 06:00, 2460418.750000000,     Sun,  28.6977444,  0.0000671,
 2024-Apr-18 12:00, 2460419.000000000,     Sun,  28.9420279,  0.0000613,
 2024-Apr-18 18:00, 2460419.250000000,     Sun,  29.1862733,  0.0000551,
 2024-Apr-19 00:00, 2460419.500000000,     Sun,  29.4304806,  0.0000486,
 2024-Apr-19 06:00, 2460419.750000000,     Sun,  29.6746501,  0.0000417,
 2024-Apr-19 12:00, 2460420.000000000,     Sun,  29.9187820,  0.0000346,
 2024-Apr-19 18:00, 2460420.250000000,     Sun,  30.1628766,  0.0000272,
 2024-Apr-20 00:00, 2460420.500000000,     Sun,  30.4069342,  0.0000195,
 2024-Apr-20 06:00, 2460420.750000000,     Sun,  30.6509549,  0.0000116,
 2024-Apr-20 12:00, 2460421.000000000,     Sun,  30.8949391,  0.0000034,
 2024-Apr-20 18:00, 2460421.250000000,     Sun,  31.1388871, -0.0000049,
 2024-Apr-21 00:00, 2460421.500000000,     Sun,  31.3827991, -0.0000134,
 2024-Apr-21 06:00, 2460421.750000000,     Sun,  31.6266755, -0.0000220,
 2024-Apr-21 12:00, 2460422.000000000,     Sun,  31.8705165, -0.0000308,
 2024-Apr-21 18:00, 2460422.250000000,     Sun,  32.1143225, -0.0000396,
 2024-Apr-22 00:00, 2460422.500000000,     Sun,  32.3580938, -0.0000485,
 2024-Apr-22 06:00, 2460422.750000000,     Sun,  32.6018307, -0.0000575,
 2024-Apr-22 12:00, 2460423.000000000,     Sun,  32.8455335, -0.0000665,
 2024-Apr-22 18:00, 2460423.250000000,     Sun,  33.0892026, -0.0000755,
 2024-Apr-23 00:00, 2460423.500000000,     Sun,  33.3328384, -0.0000844,
 2024-Apr-23 06:00, 2460423.750000000,     Sun,  33.5764410, -0.0000933,
 2024-Apr-23 12:00, 2460424.000000000,     Sun,  33.8200110, -0.0001021,
 2024-Apr-23 18:00, 2460424.250000000,     Sun,  34.0635486, -0.0001108,
 2024-Apr-24 00:00, 2460424.500000000,     Sun,  34.3070542, -0.0001193,
 2024-Apr-24 06:00, 2460424.750000000,     Sun,  34.5505281, -0.0001277,
 2024-Apr-24 12:00, 2460425.000000000,     Sun,  34.7939706, -0.0001359,
 2024-Apr-24 18:00, 2460425.250000000,     Sun,  35.0373820, -0.0001439,
 2024-Apr-25 00:00, 2460425.500000000,     Sun,  35.2807628, -0.0001516,
 2024-Apr-25 06:00, 2460425.750000000,     Sun,  35.5241131, -0.0001591,
 2024-Apr-25 12:00, 2460426.000000000,     Sun,  35.7674333, -0.0001663,
 2024-Apr-25 18:00, 2460426.250000000,     Sun,  36.0107236, -0.0001731,
 2024-Apr-26 00:00, 2460426.500000000,     Sun,  36.2539845, -0.0001797,
 2024-Apr-26 06:00, 2460426.750000000,     Sun,  36.4972160, -0.0001858,
 2024-Apr-26 12:00, 2460427.000000000,     Sun,  36.7404186, -0.0001916,
 2024-Apr-26 18:00, 2460427.250000000,     Sun,  36.9835924, -0.0001970,
 2024-Apr-27 00:00, 2460427.500000000,     Sun,  37.2267377, -0.0002020,
 2024-Apr-27 06:00, 2460427.750000000,     Sun,  37.4698548, -0.0002065,
 2024-Apr-27 12:00, 2460428.000000000,     Sun,  37.7129437, -0.0002106,
 2024-Apr-27 18:00, 2460428.250000000,     Sun,  37.9560048, -0.0002142,
 2024-Apr-28 00:00, 2460428.500000000,     Sun,  38.1990383, -0.0002173,
 2024-Apr-28 06:00, 2460428.750000000,     Sun,  38.4420442, -0.0002200,
 2024-Apr-28 12:00, 2460429.000000000,     Sun,  38.6850228, -0.0002221,
 2024-Apr-28 18:00, 2460429.250000000,     Sun,  38.9279742, -0.0002237,
 2024-Apr-29 00:00, 2460429.500000000,     Sun,  39.1708985, -0.0002247,
 2024-Apr-29 06:00, 2460429.750000000,     Sun,  39.4137959, -0.0002252,
 2024-Apr-29 12:00, 2460430.000000000,     Sun,  39.6566666, -0.0002252,
 2024-Apr-29 18:00, 2460430.250000000,     Sun,  39.8995105, -0.0002246,
 2024-Apr-30 00:00, 2460430.500000000,     Sun,  40.1423279, -0.0002235,
 2024-Apr-30 06:00, 2460430.750000000,     Sun,  40.3851187, -0.0002218,
 2024-Apr-30 12:00, 2460431.000000000,     Sun,  40.6278832, -0.0002195,
 2024-Apr-30 18:00, 2460431.250000000,     Sun,  40.8706212, -0.0002167,
 2024-May-01 00:00, 2460431.500000000,     Sun,  41.1133331, -0.0002134,
 2024-May-01 06:00, 2460431.750000000,     Sun,  41.3560187, -0.0002095,
 2024-May-01 12:00, 2460432.000000000,     Sun,  41.5986782, -0.0002051,
 2024-May-01 18:00, 2460432.250000000,     Sun,  41.8413116, -0.0002002,
 2024-May-02 00:00, 2460432.500000000,     Sun,  42.0839190, -0.0001948,
 2024-May-02 06:00, 2460432.750000000,     Sun,  42.3265005, -0.0001890,
 2024-May-02 12:00, 2460433.000000000,     Sun,  42.5690560, -0.0001826,
 2024-May-02 18:00, 2460433.250000000,     Sun,  42.8115857, -0.0001758,
 2024-May-03 00:00, 2460433.500000000,     Sun,  43.0540897, -0.0001686,
 2024-May-03 06:00, 2460433.750000000,     Sun,  43.2965679, -0.0001610,
 2024-May-03 12:00, 2460434.000000000,     Sun,  43.5390205, -0.0001530,
 2024-May-03 18:00, 2460434.250000000,     Sun,  43.7814474, -0.0001447,
 2024-May-04 00:00, 2460434.500000000,     Sun,  44.0238488, -0.0001361,
 2024-May-04 06:00, 2460434.750000000,     Sun,  44.2662247, -0.0001271,
 2024-May-04 12:00, 2460435.000000000,     Sun,  44.5085751, -0.0001180,
 2024-May-04 18:00, 2460435.250000000,     Sun,  44.7509001, -0.0001086,
 2024-May-05 00:00, 2460435.500000000,     Sun,  44.9931997, -0.0000990,
 2024-May-05 06:00, 2460435.750000000,     Sun,  45.2354740, -0.0000893,
 2024-May-05 12:00, 2460436.000000000,     Sun,  45.4777228, -0.0000795,
 2024-May-05 18:00, 2460436.250000000,     Sun,  45.7199462, -0.0000697,
 2024-May-06 00:00, 2460436.500000000,     Sun,  45.9621441, -0.0000598,
 2024-May-06 06:00, 2460436.750000000,     Sun,  46.2043166, -0.0000499,
 2024-May-06 12:00, 2460437.000000000,     Sun,  46.4464634, -0.0000401,
 2024-May-06 18:00, 2460437.250000000,     Sun,  46.6885845, -0.0000304,
 2024-May-07 00:00, 2460437.500000000,     Sun,  46.9306797, -0.0000208,
 2024-May-07 06:00, 2460437.750000000,     Sun,  47.1727489, -0.0000113,
 2024-May-07 12:00, 2460438.000000000,     Sun,  47.4147919, -0.0000021,
 2024-May-07 18:00, 2460438.250000000,     Sun,  47.6568084,  0.0000069,
 2024-May-08 00:00, 2460438.500000000,     Sun,  47.8987983,  0.0000157,
 2024-May-08 06:00, 2460438.750000000,     Sun,  48.1407611,  0.0000241,
 2024-May-08 12:00, 2460439.000000000,     Sun,  48.3826968,  0.0000322,
 2024-May-08 18:00, 2460439.250000000,     Sun,  48.6246048,  0.0000400,
 2024-May-09 00:00, 2460439.500000000,     Sun,  48.8664850,  0.0000473,
 2024-May-09 06:00, 2460439.750000000,     Sun,  49.1083370,  0.0000543,
 2024-May-09 12:00, 2460440.000000000,     Sun,  49.3501605,  0.0000608,
 2024-May-09 18:00, 2460440.250000000,     Sun,  49.5919552,  0.0000669,
 2024-May-10 00:00, 2460440.500000000,     Sun,  49.8337207,  0.0000725,
 2024-May-10 06:00, 2460440.750000000,     Sun,  50.0754568,  0.0000776,
 2024-May-10 12:00, 2460441.000000000,     Sun,  50.3171631,  0.0000822,
 2024-May-10 18:00, 2460441.250000000,     Sun,  50.5588394,  0.0000863,
 2024-May-11 00:00, 2460441.500000000,     Sun,  50.8004854,  0.0000899,
 2024-May-11 06:00, 2460441.750000000,     Sun,  51.0421009,  0.0000930,
 2024-May-11 12:00, 2460442.000000000,     Sun,  51.2836856,  0.0000956,
 2024-May-11 18:00, 2460442.250000000,     Sun,  51.5252393,  0.0000976,
 2024-May-12 00:00, 2460442.500000000,     Sun,  51.7667620,  0.0000991,
 2024-May-12 06:00, 2460442.750000000,     Sun,  52.0082534,  0.0001001,
 2024-May-12 12:00, 2460443.000000000,     Sun,  52.2497134,  0.0001005,
 2024-May-12 18:00, 2460443.250000000,     Sun,  52.4911419,  0.0001004,
 2024-May-13 00:00, 2460443.500000000,     Sun,  52.7325389,  0.0000999,
 2024-May-13 06:00, 2460443.750000000,     Sun,  52.9739044,  0.0000988,
 2024-May-13 12:00, 2460444.000000000,     Sun,  53.2152382,  0.0000972,
 2024-May-13 18:00, 2460444.250000000,     Sun,  53.4565404,  0.0000951,
 2024-May-14 00:00, 2460444.500000000,     Sun,  53.6978111,  0.0000925,
 2024-May-14 06:00, 2460444.750000000,     Sun,  53.9390502,  0.0000895,
 2024-May-14 12:00, 2460445.000000000,     Sun,  54.1802579,  0.0000860,
 2024-May-14 18:00, 2460445.250000000,     Sun,  54.4214341,  0.0000821,
 2024-May-15 00:00, 2460445.500000000,     Sun,  54.6625791,  0.0000777,
 2024-May-15 06:00, 2460445.750000000,     Sun,  54.9036929,  0.0000730,
 2024-May-15 12:00, 2460446.000000000,     Sun,  55.1447757,  0.0000678,
 2024-May-15 18:00, 2460446.250000000,     Sun,  55.3858275,  0.0000623,
 2024-May-16 00:00, 2460446.500000000,     Sun,  55.6268487,  0.0000565,
 2024-May-16 06:00, 2460446.750000000,     Sun,  55.8678393,  0.0000503,
 2024-May-16 12:00, 2460447.000000000,     Sun,  56.1087995,  0.0000437,
 2024-May-16 18:00, 2460447.250000000,     Sun,  56.3497296,  0.0000369,
 2024-May-17 00:00, 2460447.500000000,     Sun,  56.5906298,  0.0000298,
 2024-May-17 06:00, 2460447.750000000,     Sun,  56.8315003,  0.0000225,
 2024-May-17 12:00, 2460448.000000000,     Sun,  57.0723413,  0.0000149,
 2024-May-17 18:00, 2460448.250000000,     Sun,  57.3131530,  0.0000071,
 2024-May-18 00:00, 2460448.500000000,     Sun,  57.5539358, -0.0000008,
 2024-May-18 06:00, 2460448.750000000,     Sun,  57.7946900, -0.0000090,
 2024-May-18 12:00, 2460449.000000000,     Sun,  58.0354157, -0.0000172,
 2024-May-18 18:00, 2460449.250000000,     Sun,  58.2761132, -0.0000256,
 2024-May-19 00:00, 2460449.500000000,     Sun,  58.5167830, -0.0000341,
 2024-May-19 06:00, 2460449.750000000,     Sun,  58.7574252, -0.0000427,
 2024-May-19 12:00, 2460450.000000000,     Sun,  58.9980402, -0.0000513,
 2024-May-19 18:00, 2460450.250000000,     Sun,  59.2386284, -0.0000599,
 2024-May-20 00:00, 2460450.500000000,     Sun,  59.4791899, -0.0000685,
 2024-May-20 06:00, 2460450.750000000,     Sun,  59.7197252, -0.0000771,
 2024-May-20 12:00, 2460451.000000000,     Sun,  59.9602346, -0.0000856,
 2024-May-20 18:00, 2460451.250000000,     Sun,  60.2007185, -0.0000940,
 2024-May-21 00:00, 2460451.500000000,     Sun,  60.4411771, -0.0001023,
 2024-May-21 06:00, 2460451.750000000,     Sun,  60.6816109, -0.0001105,
 2024-May-21 12:00, 2460452.000000000,     Sun,  60.9220201, -0.0001185,
 2024-May-21 18:00, 2460452.250000000,     Sun,  61.1624052, -0.0001264,
 2024-May-22 00:00, 2460452.500000000,     Sun,  61.4027665, -0.0001340,
 2024-May-22 06:00, 2460452.750000000,     Sun,  61.6431044, -0.0001414,
 2024-May-22 12:00, 2460453.000000000,     Sun,  61.8834191, -0.0001485,
 2024-May-22 18:00, 2460453.250000000,     Sun,  62.1237111, -0.0001554,
 2024-May-23 00:00, 2460453.500000000,     Sun,  62.3639807, -0.0001619,
 2024-May-23 06:00, 2460453.750000000,     Sun,  62.6042282, -0.0001681,
 2024-May-23 12:00, 2460454.000000000,     Sun,  62.8444540, -0.0001740,
 2024-May-23 18:00, 2460454.250000000,     Sun,  63.0846584, -0.0001795,
 2024-May-24 00:00, 2460454.500000000,     Sun,  63.3248417, -0.0001846,
 2024-May-24 06:00, 2460454.750000000,     Sun,  63.5650042, -0.0001892,
 2024-May-24 12:00, 2460455.000000000,     Sun,  63.8051462, -0.0001935,
 2024-May-24 18:00, 2460455.250000000,     Sun,  64.0452681, -0.0001973,
 2024-May-25 00:00, 2460455.500000000,     Sun,  64.2853701, -0.0002006,
 2024-May-25 06:00, 2460455.750000000,     Sun,  64.5254526, -0.0002034,
 2024-May-25 12:00, 2460456.000000000,     Sun,  64.7655157, -0.0002058,
 2024-May-25 18:00, 2460456.250000000,     Sun,  65.0055597, -0.0002076,
 2024-May-26 00:00, 2460456.500000000,     Sun,  65.2455849, -0.0002090,
 2024-May-26 06:00, 2460456.750000000,     Sun,  65.4855916, -0.0002098,
 2024-May-26 12:00, 2460457.000000000,     Sun,  65.7255801, -0.0002101,
 2024-May-26 18:00, 2460457.250000000,     Sun,  65.9655504, -0.0002098,
 2024-May-27 00:00, 2460457.500000000,     Sun,  66.2055029, -0.0002090,
 2024-May-27 06:00, 2460457.750000000,     Sun,  66.4454379, -0.0002077,
 2024-May-27 12:00, 2460458.000000000,     Sun,  66.6853555, -0.0002058,
 2024-May-27 18:00, 2460458.250000000,     Sun,  66.9252559, -0.0002034,
 2024-May-28 00:00, 2460458.500000000,     Sun,  67.1651395, -0.0002005,
 2024-May-28 06:00, 2460458.750000000,     Sun,  67.4050064, -0.0001970,
 2024-May-28 12:00, 2460459.000000000,     Sun,  67.6448569, -0.0001931,
 2024-May-28 18:00, 2460459.250000000,     Sun,  67.8846911, -0.0001886,
 2024-May-29 00:00, 2460459.500000000,     Sun,  68.1245094, -0.0001837,
 2024-May-29 06:00, 2460459.750000000,     Sun,  68.3643119, -0.0001782,
 2024-May-29 12:00, 2460460.000000000,     Sun,  68.6040989, -0.0001724,
 2024-May-29 18:00, 2460460.250000000,     Sun,  68.8438707, -0.0001661,
 2024-May-30 00:00, 2460460.500000000,     Sun,  69.0836274, -0.0001593,
 2024-May-30 06:00, 2460460.750000000,     Sun,  69.3233694, -0.0001522,
 2024-May-30 12:00, 2460461.000000000,     Sun,  69.5630968, -0.0001447,
 2024-May-30 18:00, 2460461.250000000,     Sun,  69.8028099, -0.0001369,
 2024-May-31 00:00, 2460461.500000000,     Sun,  70.0425090, -0.0001287,
 2024-May-31 06:00, 2460461.750000000,     Sun,  70.2821942, -0.0001203,
 2024-May-31 12:00, 2460462.000000000,     Sun,  70.5218658, -0.0001116,
 2024-May-31 18:00, 2460462.250000000,     Sun,  70.7615240, -0.0001027,
 2024-Jun-01 00:00, 2460462.500000000,     Sun,  71.0011690, -0.0000936,
 2024-Jun-01 06:00, 2460462.750000000,     Sun,  71.2408010, -0.0000843,
 2024-Jun-01 12:00, 2460463.000000000,     Sun,  71.4804202, -0.0000749,
 2024-Jun-01 18:00, 2460463.250000000,     Sun,  71.7200267, -0.0000654,
 2024-Jun-02 00:00, 2460463.500000000,     Sun,  71.9596207, -0.0000559,
 2024-Jun-02 06:00, 2460463.750000000,     Sun,  72.1992023, -0.0000463,
 2024-Jun-02 12:00, 2460464.000000000,     Sun,  72.4387716, -0.0000368,
 2024-Jun-02 18:00, 2460464.250000000,     Sun,  72.6783285, -0.0000273,
 2024-Jun-03 00:00, 2460464.500000000,     Sun,  72.9178733, -0.0000179,
 2024-Jun-03 06:00, 2460464.750000000,     Sun,  73.1574058, -0.0000086,
 2024-Jun-03 12:00, 2460465.000000000,     Sun,  73.3969261,  0.0000005,
 2024-Jun-03 18:00, 2460465.250000000,     Sun,  73.6364341,  0.0000095,
 2024-Jun-04 00:00, 2460465.500000000,     Sun,  73.8759296,  0.0000182,
 2024-Jun-04 06:00, 2460465.750000000,     Sun,  74.1154126,  0.0000266,
 2024-Jun-04 12:00, 2460466.000000000,     Sun,  74.3548829,  0.0000348,
 2024-Jun-04 18:00, 2460466.250000000,     Sun,  74.5943403,  0.0000427,
 2024-Jun-05 00:00, 2460466.500000000,     Sun,  74.8337847,  0.0000502,
 2024-Jun-05 06:00, 2460466.750000000,     Sun,  75.0732157,  0.0000573,
 2024-Jun-05 12:00, 2460467.000000000,     Sun,  75.3126332,  0.0000641,
 2024-Jun-05 18:00, 2460467.250000000,     Sun,  75.5520368,  0.0000705,
 2024-Jun-06 00:00, 2460467.500000000,     Sun,  75.7914263,  0.0000764,
 2024-Jun-06 06:00, 2460467.750000000,     Sun,  76.0308014,  0.0000819,
 2024-Jun-06 12:00, 2460468.000000000,     Sun,  76.2701617,  0.0000869,
 2024-Jun-06 18:00, 2460468.250000000,     Sun,  76.5095071,  0.0000914,
 2024-Jun-07 00:00, 2460468.500000000,     Sun,  76.7488371,  0.0000955,
 2024-Jun-07 06:00, 2460468.750000000,     Sun,  76.9881514,  0.0000990,
 2024-Jun-07 12:00, 2460469.000000000,     Sun,  77.2274499,  0.0001021,
 2024-Jun-07 18:00, 2460469.250000000,     Sun,  77.4667322,  0.0001046,
 2024-Jun-08 00:00, 2460469.500000000,     Sun,  77.7059981,  0.0001066,
 2024-Jun-08 06:00, 2460469.750000000,     Sun,  77.9452472,  0.0001081,
 2024-Jun-08 12:00, 2460470.000000000,     Sun,  78.1844795,  0.0001091,
 2024-Jun-08 18:00, 2460470.250000000,     Sun,  78.4236947,  0.0001095,
 2024-Jun-09 00:00, 2460470.500000000,     Sun,  78.6628926,  0.0001095,
 2024-Jun-09 06:00, 2460470.750000000,     Sun,  78.9020731,  0.0001089,
 2024-Jun-09 12:00, 2460471.000000000,     Sun,  79.1412360,  0.0001079,
 2024-Jun-09 18:00, 2460471.250000000,     Sun,  79.3803812,  0.0001063,
 2024-Jun-10 00:00, 2460471.500000000,     Sun,  79.6195087,  0.0001043,
 2024-Jun-10 06:00, 2460471.750000000,     Sun,  79.8586184,  0.0001018,
 2024-Jun-10 12:00, 2460472.000000000,     Sun,  80.0977102,  0.0000989,
 2024-Jun-10 18:00, 2460472.250000000,     Sun,  80.3367841,  0.0000955,
 2024-Jun-11 00:00, 2460472.500000000,     Sun,  80.5758402,  0.0000917,
 2024-Jun-11 06:00, 2460472.750000000,     Sun,  80.8148784,  0.0000874,
 2024-Jun-11 12:00, 2460473.000000000,     Sun,  81.0538988,  0.0000828,
 2024-Jun-11 18:00, 2460473.250000000,     Sun,  81.2929015,  0.0000778,
 2024-Jun-12 00:00, 2460473.500000000,     Sun,  81.5318865,  0.0000724,
 2024-Jun-12 06:00, 2460473.750000000,     Sun,  81.7708539,  0.0000667,
 2024-Jun-12 12:00, 2460474.000000000,     Sun,  82.0098039,  0.0000607,
 2024-Jun-12 18:00, 2460474.250000000,     Sun,  82.2487365,  0.0000543,
 2024-Jun-13 00:00, 2460474.500000000,     Sun,  82.4876519,  0.0000477,
 2024-Jun-13 06:00, 2460474.750000000,     Sun,  82.7265503,  0.0000408,
 2024-Jun-13 12:00, 2460475.000000000,     Sun,  82.9654317,  0.0000336,
 2024-Jun-13 18:00, 2460475.250000000,     Sun,  83.2042965,  0.0000263,
 2024-Jun-14 00:00, 2460475.500000000,     Sun,  83.4431447,  0.0000187,
 2024-Jun-14 06:00, 2460475.750000000,     Sun,  83.6819767,  0.0000110,
 2024-Jun-14 12:00, 2460476.000000000,     Sun,  83.9207924,  0.0000031,
 2024-Jun-14 18:00, 2460476.250000000,     Sun,  84.1595923, -0.0000049,
 2024-Jun-15 00:00, 2460476.500000000,     Sun,  84.3983765, -0.0000130,
 2024-Jun-15 06:00, 2460476.750000000,     Sun,  84.6371452, -0.0000212,
 2024-Jun-15 12:00, 2460477.000000000,     Sun,  84.8758988, -0.0000294,
 2024-Jun-15 18:00, 2460477.250000000,     Sun,  85.1146374, -0.0000377,
 2024-Jun-16 00:00, 2460477.500000000,     Sun,  85.3533612, -0.0000460,
 2024-Jun-16 06:00, 2460477.750000000,     Sun,  85.5920707, -0.0000543,
 2024-Jun-16 12:00, 2460478.000000000,     Sun,  85.8307660, -0.0000625,
 2024-Jun-16 18:00, 2460478.250000000,     Sun,  86.0694474, -0.0000707,
 2024-Jun-17 00:00, 2460478.500000000,     Sun,  86.3081152, -0.0000788,
 2024-Jun-17 06:00, 2460478.750000000,     Sun,  86.5467696, -0.0000868,
 2024-Jun-17 12:00, 2460479.000000000,     Sun,  86.7854111, -0.0000946,
 2024-Jun-17 18:00, 2460479.250000000,     Sun,  87.0240398, -0.0001023,
 2024-Jun-18 00:00, 2460479.500000000,     Sun,  87.2626562, -0.0001097,
 2024-Jun-18 06:00, 2460479.750000000,     Sun,  87.5012604, -0.0001170,
 2024-Jun-18 12:00, 2460480.000000000,     Sun,  87.7398528, -0.0001240,
 2024-Jun-18 18:00, 2460480.250000000,     Sun,  87.9784337, -0.0001308,
 2024-Jun-19 00:00, 2460480.500000000,     Sun,  88.2170035, -0.0001373,
 2024-Jun-19 06:00, 2460480.750000000,     Sun,  88.4555624, -0.0001434,
 2024-Jun-19 12:00, 2460481.000000000,     Sun,  88.6941108, -0.0001493,
 2024-Jun-19 18:00, 2460481.250000000,     Sun,  88.9326489, -0.0001548,
 2024-Jun-20 00:00, 2460481.500000000,     Sun,  89.1711772, -0.0001599,
 2024-Jun-20 06:00, 2460481.750000000,     Sun,  89.4096959, -0.0001646,
 2024-Jun-20 12:00, 2460482.000000000,     Sun,  89.6482052, -0.0001689,
 2024-Jun-20 18:00, 2460482.250000000,     Sun,  89.8867057, -0.0001728,
 2024-Jun-21 00:00, 2460482.500000000,     Sun,  90.1251974, -0.0001762,
 2024-Jun-21 06:00, 2460482.750000000,     Sun,  90.3636809, -0.0001792,
 2024-Jun-21 12:00, 2460483.000000000,     Sun,  90.6021562, -0.0001817,
 2024-Jun-21 18:00, 2460483.250000000,     Sun,  90.8406239, -0.0001836,
 2024-Jun-22 00:00, 2460483.500000000,     Sun,  91.0790840, -0.0001851,
 2024-Jun-22 06:00, 2460483.750000000,     Sun,  91.3175371, -0.0001861,
 2024-Jun-22 12:00, 2460484.000000000,     Sun,  91.5559832, -0.0001866,
 2024-Jun-22 18:00, 2460484.250000000,     Sun,  91.7944229, -0.0001865,
 2024-Jun-23 00:00, 2460484.500000000,     Sun,  92.0328562, -0.0001859,
 2024-Jun-23 06:00, 2460484.750000000,     Sun,  92.2712836, -0.0001847,
 2024-Jun-23 12:00, 2460485.000000000,     Sun,  92.5097053, -0.0001831,
 2024-Jun-23 18:00, 2460485.250000000,     Sun,  92.7481217, -0.0001809,
 2024-Jun-24 00:00, 2460485.500000000,     Sun,  92.9865331, -0.0001781,
 2024-Jun-24 06:00, 2460485.750000000,     Sun,  93.2249398, -0.0001749,
 2024-Jun-24 12:00, 2460486.000000000,     Sun,  93.4633421, -0.0001711,
 2024-Jun-24 18:00, 2460486.250000000,     Sun,  93.7017403, -0.0001668,
 2024-Jun-25 00:00, 2460486.500000000,     Sun,  93.9401349, -0.0001621,
 2024-Jun-25 06:00, 2460486.750000000,     Sun,  94.1785261, -0.0001568,
 2024-Jun-25 12:00, 2460487.000000000,     Sun,  94.4169144, -0.0001511,
 2024-Jun-25 18:00, 2460487.250000000,     Sun,  94.6553001, -0.0001450,
 2024-Jun-26 00:00, 2460487.500000000,     Sun,  94.8936836, -0.0001385,
 2024-Jun-26 06:00, 2460487.750000000,     Sun,  95.1320653, -0.0001315,
 2024-Jun-26 12:00, 2460488.000000000,     Sun,  95.3704455, -0.0001242,
 2024-Jun-26 18:00, 2460488.250000000,     Sun,  95.6088247, -0.0001165,
 2024-Jun-27 00:00, 2460488.500000000,     Sun,  95.8472033, -0.0001086,
 2024-Jun-27 06:00, 2460488.750000000,     Sun,  96.0855816, -0.0001003,
 2024-Jun-27 12:00, 2460489.000000000,     Sun,  96.3239601, -0.0000918,
 2024-Jun-27 18:00, 2460489.250000000,     Sun,  96.5623391, -0.0000830,
 2024-Jun-28 00:00, 2460489.500000000,     Sun,  96.8007189, -0.0000741,
 2024-Jun-28 06:00, 2460489.750000000,     Sun,  97.0391000, -0.0000650,
 2024-Jun-28 12:00, 2460490.000000000,     Sun,  97.2774827, -0.0000557,
 2024-Jun-28 18:00, 2460490.250000000,     Sun,  97.5158673, -0.0000464,
 2024-Jun-29 00:00, 2460490.500000000,     Sun,  97.7542541, -0.0000370,
 2024-Jun-29 06:00, 2460490.750000000,     Sun,  97.9926434, -0.0000276,
 2024-Jun-29 12:00, 2460491.000000000,     Sun,  98.2310355, -0.0000182,
 2024-Jun-29 18:00, 2460491.250000000,     Sun,  98.4694305, -0.0000088,
 2024-Jun-30 00:00, 2460491.500000000,     Sun,  98.7078286,  0.0000005,
 2024-Jun-30 06:00, 2460491.750000000,     Sun,  98.9462301,  0.0000097,
 2024-Jun-30 12:00, 2460492.000000000,     Sun,  99.1846350,  0.0000187,
 2024-Jun-30 18:00, 2460492.250000000,     Sun,  99.4230435,  0.0000276,
 2024-Jul-01 00:00, 2460492.500000000,     Sun,  99.6614556,  0.0000363,
 2024-Jul-01 06:00, 2460492.750000000,     Sun,  99.8998713,  0.0000447,
 2024-Jul-01 12:00, 2460493.000000000,     Sun, 100.1382907,  0.0000529,
 2024-Jul-01 18:00, 2460493.250000000,     Sun, 100.3767136,  0.0000607,
 2024-Jul-02 00:00, 2460493.500000000,     Sun, 100.6151401,  0.0000683,
 2024-Jul-02 06:00, 2460493.750000000,     Sun, 100.8535701,  0.0000755,
 2024-Jul-02 12:00, 2460494.000000000,     Sun, 101.0920034,  0.0000823,
