 Date__(UT)__HR:MN, Date_________JDUT,     Sun,    ObsEcLon,   ObsEcLat,
 2024-Jul-02 18:00, 2460494.250000000,     Sun, 101.3304398,  0.0000888,
 2024-Jul-03 00:00, 2460494.500000000,     Sun, 101.5688792,  0.0000948,
 2024-Jul-03 06:00, 2460494.750000000,     Sun, 101.8073215,  0.0001005,
 2024-Jul-03 12:00, 2460495.000000000,     Sun, 102.0457663,  0.0001056,
 2024-Jul-03 18:00, 2460495.250000000,     Sun, 102.2842135,  0.0001103,
 2024-Jul-04 00:00, 2460495.500000000,     Sun, 102.5226628,  0.0001146,
 2024-Jul-04 06:00, 2460495.750000000,     Sun, 102.7611140,  0.0001184,
 2024-Jul-04 12:00, 2460496.000000000,     Sun, 102.9995668,  0.0001216,
 2024-Jul-04 18:00, 2460496.250000000,     Sun, 103.2380210,  0.0001244,
 2024-Jul-05 00:00, 2460496.500000000,     Sun, 103.4764763,  0.0001267,
 2024-Jul-05 06:00, 2460496.750000000,     Sun, 103.7149325,  0.0001284,
 2024-Jul-05 12:00, 2460497.000000000,     Sun, 103.9533892,  0.0001297,
 2024-Jul-05 18:00, 2460497.250000000,     Sun, 104.1918464,  0.0001304,
 2024-Jul-06 00:00, 2460497.500000000,     Sun, 104.4303037,  0.0001307,
 2024-Jul-06 06:00, 2460497.750000000,     Sun, 104.6687609,  0.0001304,
 2024-Jul-06 12:00, 2460498.000000000,     Sun, 104.9072179,  0.0001297,
 2024-Jul-06 18:00, 2460498.250000000,     Sun, 105.1456744,  0.0001284,
 2024-Jul-07 00:00, 2460498.500000000,     Sun, 105.3841303,  0.0001267,
 2024-Jul-07 06:00, 2460498.750000000,     Sun, 105.6225855,  0.0001245,
 2024-Jul-07 12:00, 2460499.000000000,     Sun, 105.8610398,  0.0001218,
 2024-Jul-07 18:00, 2460499.250000000,     Sun, 106.0994930,  0.0001187,
 2024-Jul-08 00:00, 2460499.500000000,     Sun, 106.3379452,  0.0001152,
 2024-Jul-08 06:00, 2460499.750000000,     Sun, 106.5763962,  0.0001112,
 2024-Jul-08 12:00, 2460500.000000000,     Sun, 106.8148459,  0.0001068,
 2024-Jul-08 18:00, 2460500.250000000,     Sun, 107.0532944,  0.0001021,
 2024-Jul-09 00:00, 2460500.500000000,     Sun, 107.2917416,  0.0000969,
 2024-Jul-09 06:00, 2460500.750000000,     Sun, 107.5301875,  0.0000914,
 2024-Jul-09 12:00, 2460501.000000000,     Sun, 107.7686321,  0.0000856,
 2024-Jul-09 18:00, 2460501.250000000,     Sun, 108.0070754,  0.0000795,
 2024-Jul-10 00:00, 2460501.500000000,     Sun, 108.2455175,  0.0000731,
 2024-Jul-10 06:00, 2460501.750000000,     Sun, 108.4839584,  0.0000664,
 2024-Jul-10 12:00, 2460502.000000000,     Sun, 108.7223982,  0.0000594,
 2024-Jul-10 18:00, 2460502.250000000,     Sun, 108.9608370,  0.0000523,
 2024-Jul-11 00:00, 2460502.500000000,     Sun, 109.1992748,  0.0000449,
 2024-Jul-11 06:00, 2460502.750000000,     Sun, 109.4377118,  0.0000373,
 2024-Jul-11 12:00, 2460503.000000000,     Sun, 109.6761480,  0.0000296,
 2024-Jul-11 18:00, 2460503.250000000,     Sun, 109.9145837,  0.0000217,
 2024-Jul-12 00:00, 2460503.500000000,     Sun, 110.1530188,  0.0000138,
 2024-Jul-12 06:00, 2460503.750000000,     Sun, 110.3914536,  0.0000057,
 2024-Jul-12 12:00, 2460504.000000000,     Sun, 110.6298882, -0.0000024,
 2024-Jul-12 18:00, 2460504.250000000,     Sun, 110.8683227, -0.0000106,
 2024-Jul-13 00:00, 2460504.500000000,     Sun, 111.1067574, -0.0000188,
 2024-Jul-13 06:00, 2460504.750000000,     Sun, 111.3451923, -0.0000270,
 2024-Jul-13 12:00, 2460505.000000000,     Sun, 111.5836276, -0.0000351,
 2024-Jul-13 18:00, 2460505.250000000,     Sun, 111.8220636, -0.0000432,
 2024-Jul-14 00:00, 2460505.500000000,     Sun, 112.0605004, -0.0000513,
 2024-Jul-14 06:00, 2460505.750000000,     Sun, 112.2989382, -0.0000592,
 2024-Jul-14 12:00, 2460506.000000000,     Sun, 112.5373771, -0.0000670,
 2024-Jul-14 18:00, 2460506.250000000,     Sun, 112.7758174, -0.0000746,
 2024-Jul-15 00:00, 2460506.500000000,     Sun, 113.0142594, -0.0000821,
 2024-Jul-15 06:00, 2460506.750000000,     Sun, 113.2527031, -0.0000894,
 2024-Jul-15 12:00, 2460507.000000000,     Sun, 113.4911488, -0.0000964,
 2024-Jul-15 18:00, 2460507.250000000,     Sun, 113.7295967, -0.0001032,
 2024-Jul-16 00:00, 2460507.500000000,     Sun, 113.9680470, -0.0001098,
 2024-Jul-16 06:00, 2460507.750000000,     Sun, 114.2065000, -0.0001160,
 2024-Jul-16 12:00, 2460508.000000000,     Sun, 114.4449559, -0.0001219,
 2024-Jul-16 18:00, 2460508.250000000,     Sun, 114.6834148, -0.0001275,
 2024-Jul-17 00:00, 2460508.500000000,     Sun, 114.9218771, -0.0001328,
 2024-Jul-17 06:00, 2460508.750000000,     Sun, 115.1603429, -0.0001376,
 2024-Jul-17 12:00, 2460509.000000000,     Sun, 115.3988125, -0.0001421,
 2024-Jul-17 18:00, 2460509.250000000,     Sun, 115.6372861, -0.0001461,
 2024-Jul-18 00:00, 2460509.500000000,     Sun, 115.8757639, -0.0001498,
 2024-Jul-18 06:00, 2460509.750000000,     Sun, 116.1142462, -0.0001529,
 2024-Jul-18 12:00, 2460510.000000000,     Sun, 116.3527333, -0.0001556,
 2024-Jul-18 18:00, 2460510.250000000,     Sun, 116.5912252, -0.0001578,
 2024-Jul-19 00:00, 2460510.500000000,     Sun, 116.8297224, -0.0001595,
 2024-Jul-19 06:00, 2460510.750000000,     Sun, 117.0682250, -0.0001607,
 2024-Jul-19 12:00, 2460511.000000000,     Sun, 117.3067333, -0.0001614,
 2024-Jul-19 18:00, 2460511.250000000,     Sun, 117.5452475, -0.0001616,
 2024-Jul-20 00:00, 2460511.500000000,     Sun, 117.7837679, -0.0001612,
 2024-Jul-20 06:00, 2460511.750000000,     Sun, 118.0222948, -0.0001603,
 2024-Jul-20 12:00, 2460512.000000000,     Sun, 118.2608284, -0.0001589,
 2024-Jul-20 18:00, 2460512.250000000,     Sun, 118.4993690, -0.0001569,
 2024-Jul-21 00:00, 2460512.500000000,     Sun, 118.7379169, -0.0001543,
 2024-Jul-21 06:00, 2460512.750000000,     Sun, 118.9764724, -0.0001513,
 2024-Jul-21 12:00, 2460513.000000000,     Sun, 119.2150358, -0.0001477,
 2024-Jul-21 18:00, 2460513.250000000,     Sun, 119.4536076, -0.0001436,
 2024-Jul-22 00:00, 2460513.500000000,     Sun, 119.6921880, -0.0001389,
 2024-Jul-22 06:00, 2460513.750000000,     Sun, 119.9307774, -0.0001338,
 2024-Jul-22 12:00, 2460514.000000000,     Sun, 120.1693763, -0.0001282,
 2024-Jul-22 18:00, 2460514.250000000,     Sun, 120.4079850, -0.0001222,
 2024-Jul-23 00:00, 2460514.500000000,     Sun, 120.6466040, -0.0001157,
 2024-Jul-23 06:00, 2460514.750000000,     Sun, 120.8852338, -0.0001087,
 2024-Jul-23 12:00, 2460515.000000000,     Sun, 121.1238749, -0.0001014,
 2024-Jul-23 18:00, 2460515.250000000,     Sun, 121.3625277, -0.0000937,
 2024-Jul-24 00:00, 2460515.500000000,     Sun, 121.6011927, -0.0000857,
 2024-Jul-24 06:00, 2460515.750000000,     Sun, 121.8398706, -0.0000774,
 2024-Jul-24 12:00, 2460516.000000000,     Sun, 122.0785617, -0.0000688,
 2024-Jul-24 18:00, 2460516.250000000,     Sun, 122.3172666, -0.0000599,
 2024-Jul-25 00:00, 2460516.500000000,     Sun, 122.5559859, -0.0000509,
 2024-Jul-25 06:00, 2460516.750000000,     Sun, 122.7947200, -0.0000416,
 2024-Jul-25 12:00, 2460517.000000000,     Sun, 123.0334695, -0.0000322,
 2024-Jul-25 18:00, 2460517.250000000,     Sun, 123.2722347, -0.0000227,
 2024-Jul-26 00:00, 2460517.500000000,     Sun, 123.5110163, -0.0000132,
 2024-Jul-26 06:00, 2460517.750000000,     Sun, 123.7498146, -0.0000036,
 2024-Jul-26 12:00, 2460518.000000000,     Sun, 123.9886301,  0.0000060,
 2024-Jul-26 18:00, 2460518.250000000,     Sun, 124.2274631,  0.0000156,
 2024-Jul-27 00:00, 2460518.500000000,     Sun, 124.4663139,  0.0000250,
 2024-Jul-27 06:00, 2460518.750000000,     Sun, 124.7051830,  0.0000344,
 2024-Jul-27 12:00, 2460519.000000000,     Sun, 124.9440705,  0.0000436,
 2024-Jul-27 18:00, 2460519.250000000,     Sun, 125.1829768,  0.0000527,
 2024-Jul-28 00:00, 2460519.500000000,     Sun, 125.4219020,  0.0000616,
 2024-Jul-28 06:00, 2460519.750000000,     Sun, 125.6608462,  0.0000702,
 2024-Jul-28 12:00, 2460520.000000000,     Sun, 125.8998097,  0.0000785,
 2024-Jul-28 18:00, 2460520.250000000,     Sun, 126.1387926,  0.0000866,
 2024-Jul-29 00:00, 2460520.500000000,     Sun, 126.3777948,  0.0000944,
 2024-Jul-29 06:00, 2460520.750000000,     Sun, 126.6168165,  0.0001018,
 2024-Jul-29 12:00, 2460521.000000000,     Sun, 126.8558575,  0.0001088,
 2024-Jul-29 18:00, 2460521.250000000,     Sun, 127.0949180,  0.0001154,
 2024-Jul-30 00:00, 2460521.500000000,     Sun, 127.3339978,  0.0001217,
 2024-Jul-30 06:00, 2460521.750000000,     Sun, 127.5730968,  0.0001275,
 2024-Jul-30 12:00, 2460522.000000000,     Sun, 127.8122150,  0.0001328,
 2024-Jul-30 18:00, 2460522.250000000,     Sun, 128.0513522,  0.0001377,
 2024-Jul-31 00:00, 2460522.500000000,     Sun, 128.2905083,  0.0001422,
 2024-Jul-31 06:00, 2460522.750000000,     Sun, 128.5296830,  0.0001461,
 2024-Jul-31 12:00, 2460523.000000000,     Sun, 128.7688763,  0.0001496,
 2024-Jul-31 18:00, 2460523.250000000,     Sun, 129.0080879,  0.0001525,
 2024-Aug-01 00:00, 2460523.500000000,     Sun, 129.2473177,  0.0001550,
 2024-Aug-01 06:00, 2460523.750000000,     Sun, 129.4865655,  0.0001569,
 2024-Aug-01 12:00, 2460524.000000000,     Sun, 129.7258310,  0.0001584,
 2024-Aug-01 18:00, 2460524.250000000,     Sun, 129.9651140,  0.0001593,
 2024-Aug-02 00:00, 2460524.500000000,     Sun, 130.2044144,  0.0001597,
 2024-Aug-02 06:00, 2460524.750000000,     Sun, 130.4437320,  0.0001596,
 2024-Aug-02 12:00, 2460525.000000000,     Sun, 130.6830665,  0.0001590,
 2024-Aug-02 18:00, 2460525.250000000,     Sun, 130.9224177,  0.0001579,
 2024-Aug-03 00:00, 2460525.500000000,     Sun, 131.1617856,  0.0001563,
 2024-Aug-03 06:00, 2460525.750000000,     Sun, 131.4011698,  0.0001542,
 2024-Aug-03 12:00, 2460526.000000000,     Sun, 131.6405703,  0.0001517,
 2024-Aug-03 18:00, 2460526.250000000,     Sun, 131.8799869,  0.0001487,
 2024-Aug-04 00:00, 2460526.500000000,     Sun, 132.1194194,  0.0001452,
 2024-Aug-04 06:00, 2460526.750000000,     Sun, 132.3588677,  0.0001413,
 2024-Aug-04 12:00, 2460527.000000000,     Sun, 132.5983317,  0.0001370,
 2024-Aug-04 18:00, 2460527.250000000,     Sun, 132.8378113,  0.0001323,
 2024-Aug-05 00:00, 2460527.500000000,     Sun, 133.0773064,  0.0001272,
 2024-Aug-05 06:00, 2460527.750000000,     Sun, 133.3168168,  0.0001218,
 2024-Aug-05 12:00, 2460528.000000000,     Sun, 133.5563426,  0.0001160,
 2024-Aug-05 18:00, 2460528.250000000,     Sun, 133.7958837,  0.0001098,
 2024-Aug-06 00:00, 2460528.500000000,     Sun, 134.0354400,  0.0001034,
 2024-Aug-06 06:00, 2460528.750000000,     Sun, 134.2750114,  0.0000967,
 2024-Aug-06 12:00, 2460529.000000000,     Sun, 134.5145980,  0.0000897,
 2024-Aug-06 18:00, 2460529.250000000,     Sun, 134.7541998,  0.0000824,
 2024-Aug-07 00:00, 2460529.500000000,     Sun, 134.9938166,  0.0000750,
 2024-Aug-07 06:00, 2460529.750000000,     Sun, 135.2334486,  0.0000673,
 2024-Aug-07 12:00, 2460530.000000000,     Sun, 135.4730958,  0.0000595,
 2024-Aug-07 18:00, 2460530.250000000,     Sun, 135.7127581,  0.0000515,
 2024-Aug-08 00:00, 2460530.500000000,     Sun, 135.9524356,  0.0000434,
 2024-Aug-08 06:00, 2460530.750000000,     Sun, 136.1921283,  0.0000351,
 2024-Aug-08 12:00, 2460531.000000000,     Sun, 136.4318363,  0.0000268,
 2024-Aug-08 18:00, 2460531.250000000,     Sun, 136.6715596,  0.0000185,
 2024-Aug-09 00:00, 2460531.500000000,     Sun, 136.9112982,  0.0000101,
 2024-Aug-09 06:00, 2460531.750000000,     Sun, 137.1510522,  0.0000017,
 2024-Aug-09 12:00, 2460532.000000000,     Sun, 137.3908218, -0.0000067,
 2024-Aug-09 18:00, 2460532.250000000,     Sun, 137.6306068, -0.0000150,
 2024-Aug-10 00:00, 2460532.500000000,     Sun, 137.8704075, -0.0000233,
 2024-Aug-10 06:00, 2460532.750000000,     Sun, 138.1102239, -0.0000314,
 2024-Aug-10 12:00, 2460533.000000000,     Sun, 138.3500560, -0.0000395,
 2024-Aug-10 18:00, 2460533.250000000,     Sun, 138.5899039, -0.0000474,
 2024-Aug-11 00:00, 2460533.500000000,     Sun, 138.8297678, -0.0000552,
 2024-Aug-11 06:00, 2460533.750000000,     Sun, 139.0696477, -0.0000627,
 2024-Aug-11 12:00, 2460534.000000000,     Sun, 139.3095437, -0.0000701,
 2024-Aug-11 18:00, 2460534.250000000,     Sun, 139.5494559, -0.0000772,
 2024-Aug-12 00:00, 2460534.500000000,     Sun, 139.7893844, -0.0000841,
 2024-Aug-12 06:00, 2460534.750000000,     Sun, 140.0293292, -0.0000907,
 2024-Aug-12 12:00, 2460535.000000000,     Sun, 140.2692905, -0.0000970,
 2024-Aug-12 18:00, 2460535.250000000,     Sun, 140.5092683, -0.0001029,
 2024-Aug-13 00:00, 2460535.500000000,     Sun, 140.7492628, -0.0001086,
 2024-Aug-13 06:00, 2460535.750000000,     Sun, 140.9892741, -0.0001138,
 2024-Aug-13 12:00, 2460536.000000000,     Sun, 141.2293022, -0.0001187,
 2024-Aug-13 18:00, 2460536.250000000,     Sun, 141.4693472, -0.0001232,
 2024-Aug-14 00:00, 2460536.500000000,     Sun, 141.7094093, -0.0001272,
 2024-Aug-14 06:00, 2460536.750000000,     Sun, 141.9494885, -0.0001308,
 2024-Aug-14 12:00, 2460537.000000000,     Sun, 142.1895849, -0.0001340,
 2024-Aug-14 18:00, 2460537.250000000,     Sun, 142.4296988, -0.0001367,
 2024-Aug-15 00:00, 2460537.500000000,     Sun, 142.6698301, -0.0001389,
 2024-Aug-15 06:00, 2460537.750000000,     Sun, 142.9099789, -0.0001406,
 2024-Aug-15 12:00, 2460538.000000000,     Sun, 143.1501455, -0.0001418,
 2024-Aug-15 18:00, 2460538.250000000,     Sun, 143.3903298, -0.0001424,
 2024-Aug-16 00:00, 2460538.500000000,     Sun, 143.6305321, -0.0001425,
 2024-Aug-16 06:00, 2460538.750000000,     Sun, 143.8707525, -0.0001421,
 2024-Aug-16 12:00, 2460539.000000000,     Sun, 144.1109911, -0.0001412,
 2024-Aug-16 18:00, 2460539.250000000,     Sun, 144.3512481, -0.0001397,
 2024-Aug-17 00:00, 2460539.500000000,     Sun, 144.5915236, -0.0001376,
 2024-Aug-17 06:00, 2460539.750000000,     Sun, 144.8318178, -0.0001350,
 2024-Aug-17 12:00, 2460540.000000000,     Sun, 145.0721309, -0.0001319,
 2024-Aug-17 18:00, 2460540.250000000,     Sun, 145.3124631, -0.0001282,
 2024-Aug-18 00:00, 2460540.500000000,     Sun, 145.5528148, -0.0001239,
 2024-Aug-18 06:00, 2460540.750000000,     Sun, 145.7931860, -0.0001192,
 2024-Aug-18 12:00, 2460541.000000000,     Sun, 146.0335772, -0.0001139,
 2024-Aug-18 18:00, 2460541.250000000,     Sun, 146.2739886, -0.0001081,
 2024-Aug-19 00:00, 2460541.500000000,     Sun, 146.5144207, -0.0001019,
 2024-Aug-19 06:00, 2460541.750000000,     Sun, 146.7548737, -0.0000952,
 2024-Aug-19 12:00, 2460542.000000000,     Sun, 146.9953482, -0.0000880,
 2024-Aug-19 18:00, 2460542.250000000,     Sun, 147.2358445, -0.0000805,
 2024-Aug-20 00:00, 2460542.500000000,     Sun, 147.4763632, -0.0000725,
 2024-Aug-20 06:00, 2460542.750000000,     Sun, 147.7169048, -0.0000642,
 2024-Aug-20 12:00, 2460543.000000000,     Sun, 147.9574698, -0.0000555,
 2024-Aug-20 18:00, 2460543.250000000,     Sun, 148.1980588, -0.0000466,
 2024-Aug-21 00:00, 2460543.500000000,     Sun, 148.4386724, -0.0000374,
 2024-Aug-21 06:00, 2460543.750000000,     Sun, 148.6793112, -0.0000280,
 2024-Aug-21 12:00, 2460544.000000000,     Sun, 148.9199758, -0.0000184,
 2024-Aug-21 18:00, 2460544.250000000,     Sun, 149.1606668, -0.0000087,
 2024-Aug-22 00:00, 2460544.500000000,     Sun, 149.4013848,  0.0000012,
 2024-Aug-22 06:00, 2460544.750000000,     Sun, 149.6421304,  0.0000111,
 2024-Aug-22 12:00, 2460545.000000000,     Sun, 149.8829041,  0.0000211,
 2024-Aug-22 18:00, 2460545.250000000,     Sun, 150.1237066,  0.0000310,
 2024-Aug-23 00:00, 2460545.500000000,     Sun, 150.3645383,  0.0000409,
 2024-Aug-23 06:00, 2460545.750000000,     Sun, 150.6053997,  0.0000507,
 2024-Aug-23 12:00, 2460546.000000000,     Sun, 150.8462913,  0.0000604,
 2024-Aug-23 18:00, 2460546.250000000,     Sun, 151.0872135,  0.0000700,
 2024-Aug-24 00:00, 2460546.500000000,     Sun, 151.3281666,  0.0000793,
 2024-Aug-24 06:00, 2460546.750000000,     Sun, 151.5691509,  0.0000884,
 2024-Aug-24 12:00, 2460547.000000000,     Sun, 151.8101668,  0.0000972,
 2024-Aug-24 18:00, 2460547.250000000,     Sun, 152.0512145,  0.0001058,
 2024-Aug-25 00:00, 2460547.500000000,     Sun, 152.2922942,  0.0001140,
 2024-Aug-25 06:00, 2460547.750000000,     Sun, 152.5334060,  0.0001219,
 2024-Aug-25 12:00, 2460548.000000000,     Sun, 152.7745501,  0.0001294,
 2024-Aug-25 18:00, 2460548.250000000,     Sun, 153.0157265,  0.0001365,
 2024-Aug-26 00:00, 2460548.500000000,     Sun, 153.2569353,  0.0001432,
 2024-Aug-26 06:00, 2460548.750000000,     Sun, 153.4981764,  0.0001494,
 2024-Aug-26 12:00, 2460549.000000000,     Sun, 153.7394499,  0.0001552,
 2024-Aug-26 18:00, 2460549.250000000,     Sun, 153.9807558,  0.0001606,
 2024-Aug-27 00:00, 2460549.500000000,     Sun, 154.2220940,  0.0001654,
 2024-Aug-27 06:00, 2460549.750000000,     Sun, 154.4634643,  0.0001697,
 2024-Aug-27 12:00, 2460550.000000000,     Sun, 154.7048668,  0.0001735,
 2024-Aug-27 18:00, 2460550.250000000,     Sun, 154.9463012,  0.0001769,
 2024-Aug-28 00:00, 2460550.500000000,     Sun, 155.1877675,  0.0001797,
 2024-Aug-28 06:00, 2460550.750000000,     Sun, 155.4292656,  0.0001819,
 2024-Aug-28 12:00, 2460551.000000000,     Sun, 155.6707952,  0.0001837,
 2024-Aug-28 18:00, 2460551.250000000,     Sun, 155.9123563,  0.0001849,
 2024-Aug-29 00:00, 2460551.500000000,     Sun, 156.1539486,  0.0001856,
 2024-Aug-29 06:00, 2460551.750000000,     Sun, 156.3955721,  0.0001857,
 2024-Aug-29 12:00, 2460552.000000000,     Sun, 156.6372265,  0.0001853,
 2024-Aug-29 18:00, 2460552.250000000,     Sun, 156.8789117,  0.0001845,
 2024-Aug-30 00:00, 2460552.500000000,     Sun, 157.1206276,  0.0001831,
 2024-Aug-30 06:00, 2460552.750000000,     Sun, 157.3623740,  0.0001812,
 2024-Aug-30 12:00, 2460553.000000000,     Sun, 157.6041508,  0.0001788,
 2024-Aug-30 18:00, 2460553.250000000,     Sun, 157.8459577,  0.0001760,
 2024-Aug-31 00:00, 2460553.500000000,     Sun, 158.0877947,  0.0001726,
 2024-Aug-31 06:00, 2460553.750000000,     Sun, 158.3296615,  0.0001688,
 2024-Aug-31 12:00, 2460554.000000000,     Sun, 158.5715582,  0.0001646,
 2024-Aug-31 18:00, 2460554.250000000,     Sun, 158.8134845,  0.0001600,
 2024-Sep-01 00:00, 2460554.500000000,     Sun, 159.0554403,  0.0001549,
 2024-Sep-01 06:00, 2460554.750000000,     Sun, 159.2974255,  0.0001495,
 2024-Sep-01 12:00, 2460555.000000000,     Sun, 159.5394400,  0.0001437,
 2024-Sep-01 18:00, 2460555.250000000,     Sun, 159.7814837,  0.0001375,
 2024-Sep-02 00:00, 2460555.500000000,     Sun, 160.0235565,  0.0001310,
 2024-Sep-02 06:00, 2460555.750000000,     Sun, 160.2656582,  0.0001242,
 2024-Sep-02 12:00, 2460556.000000000,     Sun, 160.5077889,  0.0001171,
 2024-Sep-02 18:00, 2460556.250000000,     Sun, 160.7499484,  0.0001097,
 2024-Sep-03 00:00, 2460556.500000000,     Sun, 160.9921366,  0.0001021,
 2024-Sep-03 06:00, 2460556.750000000,     Sun, 161.2343535,  0.0000943,
 2024-Sep-03 12:00, 2460557.000000000,     Sun, 161.4765990,  0.0000863,
 2024-Sep-03 18:00, 2460557.250000000,     Sun, 161.7188730,  0.0000781,
 2024-Sep-04 00:00, 2460557.500000000,     Sun, 161.9611755,  0.0000697,
 2024-Sep-04 06:00, 2460557.750000000,     Sun, 162.2035065,  0.0000612,
 2024-Sep-04 12:00, 2460558.000000000,     Sun, 162.4458658,  0.0000526,
 2024-Sep-04 18:00, 2460558.250000000,     Sun, 162.6882535,  0.0000440,
 2024-Sep-05 00:00, 2460558.500000000,     Sun, 162.9306694,  0.0000353,
 2024-Sep-05 06:00, 2460558.750000000,     Sun, 163.1731136,  0.0000265,
 2024-Sep-05 12:00, 2460559.000000000,     Sun, 163.4155860,  0.0000178,
 2024-Sep-05 18:00, 2460559.250000000,     Sun, 163.6580865,  0.0000091,
 2024-Sep-06 00:00, 2460559.500000000,     Sun, 163.9006152,  0.0000004,
 2024-Sep-06 06:00, 2460559.750000000,     Sun, 164.1431720, -0.0000082,
 2024-Sep-06 12:00, 2460560.000000000,     Sun, 164.3857568, -0.0000167,
 2024-Sep-06 18:00, 2460560.250000000,     Sun, 164.6283696, -0.0000250,
 2024-Sep-07 00:00, 2460560.500000000,     Sun, 164.8710104, -0.0000333,
 2024-Sep-07 06:00, 2460560.750000000,     Sun, 165.1136792, -0.0000413,
 2024-Sep-07 12:00, 2460561.000000000,     Sun, 165.3563758, -0.0000492,
 2024-Sep-07 18:00, 2460561.250000000,     Sun, 165.5991004, -0.0000568,
 2024-Sep-08 00:00, 2460561.500000000,     Sun, 165.8418527, -0.0000642,
 2024-Sep-08 06:00, 2460561.750000000,     Sun, 166.0846329, -0.0000714,
 2024-Sep-08 12:00, 2460562.000000000,     Sun, 166.3274408, -0.0000782,
 2024-Sep-08 18:00, 2460562.250000000,     Sun, 166.5702764, -0.0000848,
 2024-Sep-09 00:00, 2460562.500000000,     Sun, 166.8131397, -0.0000910,
 2024-Sep-09 06:00, 2460562.750000000,     Sun, 167.0560306, -0.0000969,
 2024-Sep-09 12:00, 2460563.000000000,     Sun, 167.2989491, -0.0001024,
 2024-Sep-09 18:00, 2460563.250000000,     Sun, 167.5418952, -0.0001075,
 2024-Sep-10 00:00, 2460563.500000000,     Sun, 167.7848688, -0.0001122,
 2024-Sep-10 06:00, 2460563.750000000,     Sun, 168.0278698, -0.0001165,
 2024-Sep-10 12:00, 2460564.000000000,     Sun, 168.2708982, -0.0001203,
 2024-Sep-10 18:00, 2460564.250000000,     Sun, 168.5139540, -0.0001237,
 2024-Sep-11 00:00, 2460564.500000000,     Sun, 168.7570371, -0.0001266,
 2024-Sep-11 06:00, 2460564.750000000,     Sun, 169.0001474, -0.0001290,
 2024-Sep-11 12:00, 2460565.000000000,     Sun, 169.2432850, -0.0001309,
 2024-Sep-11 18:00, 2460565.250000000,     Sun, 169.4864497, -0.0001323,
 2024-Sep-12 00:00, 2460565.500000000,     Sun, 169.7296416, -0.0001332,
 2024-Sep-12 06:00, 2460565.750000000,     Sun, 169.9728606, -0.0001336,
 2024-Sep-12 12:00, 2460566.000000000,     Sun, 170.2161066, -0.0001334,
 2024-Sep-12 18:00, 2460566.250000000,     Sun, 170.4593797, -0.0001327,
 2024-Sep-13 00:00, 2460566.500000000,     Sun, 170.7026799, -0.0001314,
 2024-Sep-13 06:00, 2460566.750000000,     Sun, 170.9460070, -0.0001296,
 2024-Sep-13 12:00, 2460567.000000000,     Sun, 171.1893612, -0.0001272,
 2024-Sep-13 18:00, 2460567.250000000,     Sun, 171.4327425, -0.0001243,
 2024-Sep-14 00:00, 2460567.500000000,     Sun, 171.6761508, -0.0001208,
 2024-Sep-14 06:00, 2460567.750000000,     Sun, 171.9195863, -0.0001168,
 2024-Sep-14 12:00, 2460568.000000000,     Sun, 172.1630491, -0.0001122,
 2024-Sep-14 18:00, 2460568.250000000,     Sun, 172.4065392, -0.0001071,
 2024-Sep-15 00:00, 2460568.500000000,     Sun, 172.6500567, -0.0001015,
 2024-Sep-15 06:00, 2460568.750000000,     Sun, 172.8936020, -0.0000954,
 2024-Sep-15 12:00, 2460569.000000000,     Sun, 173.1371750, -0.0000888,
 2024-Sep-15 18:00, 2460569.250000000,     Sun, 173.3807762, -0.0000818,
 2024-Sep-16 00:00, 2460569.500000000,     Sun, 173.6244058, -0.0000743,
 2024-Sep-16 06:00, 2460569.750000000,     Sun, 173.8680641, -0.0000664,
 2024-Sep-16 12:00, 2460570.000000000,     Sun, 174.1117515, -0.0000581,
 2024-Sep-16 18:00, 2460570.250000000,     Sun, 174.3554684, -0.0000495,
 2024-Sep-17 00:00, 2460570.500000000,     Sun, 174.5992152, -0.0000405,
 2024-Sep-17 06:00, 2460570.750000000,     Sun, 174.8429925, -0.0000313,
 2024-Sep-17 12:00, 2460571.000000000,     Sun, 175.0868007, -0.0000218,
 2024-Sep-17 18:00, 2460571.250000000,     Sun, 175.3306405, -0.0000120,
 2024-Sep-18 00:00, 2460571.500000000,     Sun, 175.5745124, -0.0000021,
 2024-Sep-18 06:00, 2460571.750000000,     Sun, 175.8184170,  0.0000079,
 2024-Sep-18 12:00, 2460572.000000000,     Sun, 176.0623550,  0.0000181,
 2024-Sep-18 18:00, 2460572.250000000,     Sun, 176.3063268,  0.0000283,
 2024-Sep-19 00:00, 2460572.500000000,     Sun, 176.5503332,  0.0000385,
 2024-Sep-19 06:00, 2460572.750000000,     Sun, 176.7943748,  0.0000487,
 2024-Sep-19 12:00, 2460573.000000000,     Sun, 177.0384521,  0.0000588,
 2024-Sep-19 18:00, 2460573.250000000,     Sun, 177.2825657,  0.0000688,
 2024-Sep-20 00:00, 2460573.500000000,     Sun, 177.5267162,  0.0000787,
 2024-Sep-20 06:00, 2460573.750000000,     Sun, 177.7709039,  0.0000884,
 2024-Sep-20 12:00, 2460574.000000000,     Sun, 178.0151294,  0.0000978,
 2024-Sep-20 18:00, 2460574.250000000,     Sun, 178.2593930,  0.0001070,
 2024-Sep-21 00:00, 2460574.500000000,     Sun, 178.5036952,  0.0001159,
 2024-Sep-21 06:00, 2460574.750000000,     Sun, 178.7480362,  0.0001244,
 2024-Sep-21 12:00, 2460575.000000000,     Sun, 178.9924162,  0.0001326,
