 Date__(UT)__HR:MN, Date_________JDUT,  Uranus,    ObsEcLon,   ObsEcLat,
 2024-Jun-15 12:00, 2460477.000000000,  Uranus,  54.9613298, -0.2609458,
 2024-Jun-15 18:00, 2460477.250000000,  Uranus,  54.9743394, -0.2609384,
 2024-Jun-16 00:00, 2460477.500000000,  Uranus,  54.9873266, -0.2609311,
 2024-Jun-16 06:00, 2460477.750000000,  Uranus,  55.0002914, -0.2609241,
 2024-Jun-16 12:00, 2460478.000000000,  Uranus,  55.0132337, -0.2609173,
 2024-Jun-16 18:00, 2460478.250000000,  Uranus,  55.0261535, -0.2609107,
 2024-Jun-17 00:00, 2460478.500000000,  Uranus,  55.0390506, -0.2609042,
 2024-Jun-17 06:00, 2460478.750000000,  Uranus,  55.0519251, -0.2608979,
 2024-Jun-17 12:00, 2460479.000000000,  Uranus,  55.0647767, -0.2608918,
 2024-Jun-17 18:00, 2460479.250000000,  Uranus,  55.0776054, -0.2608859,
 2024-Jun-18 00:00, 2460479.500000000,  Uranus,  55.0904112, -0.2608801,
 2024-Jun-18 06:00, 2460479.750000000,  Uranus,  55.1031938, -0.2608744,
 2024-Jun-18 12:00, 2460480.000000000,  Uranus,  55.1159531, -0.2608689,
 2024-Jun-18 18:00, 2460480.250000000,  Uranus,  55.1286891, -0.2608637,
 2024-Jun-19 00:00, 2460480.500000000,  Uranus,  55.1414017, -0.2608586,
 2024-Jun-19 06:00, 2460480.750000000,  Uranus,  55.1540907, -0.2608537,
 2024-Jun-19 12:00, 2460481.000000000,  Uranus,  55.1667560, -0.2608489,
 2024-Jun-19 18:00, 2460481.250000000,  Uranus,  55.1793974, -0.2608444,
 2024-Jun-20 00:00, 2460481.500000000,  Uranus,  55.1920148, -0.2608399,
 2024-Jun-20 06:00, 2460481.750000000,  Uranus,  55.2046081, -0.2608356,
 2024-Jun-20 12:00, 2460482.000000000,  Uranus,  55.2171769, -0.2608314,
 2024-Jun-20 18:00, 2460482.250000000,  Uranus,  55.2297211, -0.2608274,
 2024-Jun-21 00:00, 2460482.500000000,  Uranus,  55.2422404, -0.2608235,
 2024-Jun-21 06:00, 2460482.750000000,  Uranus,  55.2547347, -0.2608197,
 2024-Jun-21 12:00, 2460483.000000000,  Uranus,  55.2672037, -0.2608161,
 2024-Jun-21 18:00, 2460483.250000000,  Uranus,  55.2796472, -0.2608127,
 2024-Jun-22 00:00, 2460483.500000000,  Uranus,  55.2920649, -0.2608094,
 2024-Jun-22 06:00, 2460483.750000000,  Uranus,  55.3044566, -0.2608062,
 2024-Jun-22 12:00, 2460484.000000000,  Uranus,  55.3168221, -0.2608032,
 2024-Jun-22 18:00, 2460484.250000000,  Uranus,  55.3291609, -0.2608004,
 2024-Jun-23 00:00, 2460484.500000000,  Uranus,  55.3414729, -0.2607977,
 2024-Jun-23 06:00, 2460484.750000000,  Uranus,  55.3537578, -0.2607951,
 2024-Jun-23 12:00, 2460485.000000000,  Uranus,  55.3660153, -0.2607927,
 2024-Jun-23 18:00, 2460485.250000000,  Uranus,  55.3782452, -0.2607905,
 2024-Jun-24 00:00, 2460485.500000000,  Uranus,  55.3904472, -0.2607884,
 2024-Jun-24 06:00, 2460485.750000000,  Uranus,  55.4026211, -0.2607865,
 2024-Jun-24 12:00, 2460486.000000000,  Uranus,  55.4147666, -0.2607848,
 2024-Jun-24 18:00, 2460486.250000000,  Uranus,  55.4268836, -0.2607832,
 2024-Jun-25 00:00, 2460486.500000000,  Uranus,  55.4389718, -0.2607818,
 2024-Jun-25 06:00, 2460486.750000000,  Uranus,  55.4510311, -0.2607804,
 2024-Jun-25 12:00, 2460487.000000000,  Uranus,  55.4630612, -0.2607792,
 2024-Jun-25 18:00, 2460487.250000000,  Uranus,  55.4750620, -0.2607781,
 2024-Jun-26 00:00, 2460487.500000000,  Uranus,  55.4870334, -0.2607772,
 2024-Jun-26 06:00, 2460487.750000000,  Uranus,  55.4989752, -0.2607764,
 2024-Jun-26 12:00, 2460488.000000000,  Uranus,  55.5108873, -0.2607758,
 2024-Jun-26 18:00, 2460488.250000000,  Uranus,  55.5227698, -0.2607753,
 2024-Jun-27 00:00, 2460488.500000000,  Uranus,  55.5346225, -0.2607750,
 2024-Jun-27 06:00, 2460488.750000000,  Uranus,  55.5464454, -0.2607749,
 2024-Jun-27 12:00, 2460489.000000000,  Uranus,  55.5582385, -0.2607749,
 2024-Jun-27 18:00, 2460489.250000000,  Uranus,  55.5700017, -0.2607750,
 2024-Jun-28 00:00, 2460489.500000000,  Uranus,  55.5817351, -0.2607752,
 2024-Jun-28 06:00, 2460489.750000000,  Uranus,  55.5934385, -0.2607756,
 2024-Jun-28 12:00, 2460490.000000000,  Uranus,  55.6051120, -0.2607762,
 2024-Jun-28 18:00, 2460490.250000000,  Uranus,  55.6167555, -0.2607768,
 2024-Jun-29 00:00, 2460490.500000000,  Uranus,  55.6283691, -0.2607776,
 2024-Jun-29 06:00, 2460490.750000000,  Uranus,  55.6399527, -0.2607786,
 2024-Jun-29 12:00, 2460491.000000000,  Uranus,  55.6515063, -0.2607797,
 2024-Jun-29 18:00, 2460491.250000000,  Uranus,  55.6630299, -0.2607810,
 2024-Jun-30 00:00, 2460491.500000000,  Uranus,  55.6745234, -0.2607824,
 2024-Jun-30 06:00, 2460491.750000000,  Uranus,  55.6859868, -0.2607839,
 2024-Jun-30 12:00, 2460492.000000000,  Uranus,  55.6974199, -0.2607856,
 2024-Jun-30 18:00, 2460492.250000000,  Uranus,  55.7088227, -0.2607875,
 2024-Jul-01 00:00, 2460492.500000000,  Uranus,  55.7201951, -0.2607895,
 2024-Jul-01 06:00, 2460492.750000000,  Uranus,  55.7315369, -0.2607917,
 2024-Jul-01 12:00, 2460493.000000000,  Uranus,  55.7428481, -0.2607941,
 2024-Jul-01 18:00, 2460493.250000000,  Uranus,  55.7541284, -0.2607967,
 2024-Jul-02 00:00, 2460493.500000000,  Uranus,  55.7653777, -0.2607995,
 2024-Jul-02 06:00, 2460493.750000000,  Uranus,  55.7765958, -0.2608025,
 2024-Jul-02 12:00, 2460494.000000000,  Uranus,  55.7877826, -0.2608057,
 2024-Jul-02 18:00, 2460494.250000000,  Uranus,  55.7989377, -0.2608090,
 2024-Jul-03 00:00, 2460494.500000000,  Uranus,  55.8100610, -0.2608125,
 2024-Jul-03 06:00, 2460494.750000000,  Uranus,  55.8211521, -0.2608162,
 2024-Jul-03 12:00, 2460495.000000000,  Uranus,  55.8322108, -0.2608200,
 2024-Jul-03 18:00, 2460495.250000000,  Uranus,  55.8432369, -0.2608241,
 2024-Jul-04 00:00, 2460495.500000000,  Uranus,  55.8542301, -0.2608283,
 2024-Jul-04 06:00, 2460495.750000000,  Uranus,  55.8651900, -0.2608328,
 2024-Jul-04 12:00, 2460496.000000000,  Uranus,  55.8761165, -0.2608374,
 2024-Jul-04 18:00, 2460496.250000000,  Uranus,  55.8870093, -0.2608422,
 2024-Jul-05 00:00, 2460496.500000000,  Uranus,  55.8978680, -0.2608472,
 2024-Jul-05 06:00, 2460496.750000000,  Uranus,  55.9086925, -0.2608524,
 2024-Jul-05 12:00, 2460497.000000000,  Uranus,  55.9194824, -0.2608578,
 2024-Jul-05 18:00, 2460497.250000000,  Uranus,  55.9302375, -0.2608633,
 2024-Jul-06 00:00, 2460497.500000000,  Uranus,  55.9409576, -0.2608690,
 2024-Jul-06 06:00, 2460497.750000000,  Uranus,  55.9516424, -0.2608749,
 2024-Jul-06 12:00, 2460498.000000000,  Uranus,  55.9622916, -0.2608810,
 2024-Jul-06 18:00, 2460498.250000000,  Uranus,  55.9729051, -0.2608872,
 2024-Jul-07 00:00, 2460498.500000000,  Uranus,  55.9834827, -0.2608937,
 2024-Jul-07 06:00, 2460498.750000000,  Uranus,  55.9940242, -0.2609002,
 2024-Jul-07 12:00, 2460499.000000000,  Uranus,  56.0045294, -0.2609069,
 2024-Jul-07 18:00, 2460499.250000000,  Uranus,  56.0149981, -0.2609138,
 2024-Jul-08 00:00, 2460499.500000000,  Uranus,  56.0254302, -0.2609208,
 2024-Jul-08 06:00, 2460499.750000000,  Uranus,  56.0358255, -0.2609279,
 2024-Jul-08 12:00, 2460500.000000000,  Uranus,  56.0461839, -0.2609351,
 2024-Jul-08 18:00, 2460500.250000000,  Uranus,  56.0565052, -0.2609425,
 2024-Jul-09 00:00, 2460500.500000000,  Uranus,  56.0667893, -0.2609501,
 2024-Jul-09 06:00, 2460500.750000000,  Uranus,  56.0770362, -0.2609578,
 2024-Jul-09 12:00, 2460501.000000000,  Uranus,  56.0872457, -0.2609657,
 2024-Jul-09 18:00, 2460501.250000000,  Uranus,  56.0974178, -0.2609738,
 2024-Jul-10 00:00, 2460501.500000000,  Uranus,  56.1075525, -0.2609821,
 2024-Jul-10 06:00, 2460501.750000000,  Uranus,  56.1176495, -0.2609904,
 2024-Jul-10 12:00, 2460502.000000000,  Uranus,  56.1277090, -0.2609990,
 2024-Jul-10 18:00, 2460502.250000000,  Uranus,  56.1377307, -0.2610076,
 2024-Jul-11 00:00, 2460502.500000000,  Uranus,  56.1477146, -0.2610164,
 2024-Jul-11 06:00, 2460502.750000000,  Uranus,  56.1576607, -0.2610253,
 2024-Jul-11 12:00, 2460503.000000000,  Uranus,  56.1675689, -0.2610344,
 2024-Jul-11 18:00, 2460503.250000000,  Uranus,  56.1774391, -0.2610436,
 2024-Jul-12 00:00, 2460503.500000000,  Uranus,  56.1872714, -0.2610530,
 2024-Jul-12 06:00, 2460503.750000000,  Uranus,  56.1970657, -0.2610625,
 2024-Jul-12 12:00, 2460504.000000000,  Uranus,  56.2068219, -0.2610722,
 2024-Jul-12 18:00, 2460504.250000000,  Uranus,  56.2165400, -0.2610820,
 2024-Jul-13 00:00, 2460504.500000000,  Uranus,  56.2262199, -0.2610919,
 2024-Jul-13 06:00, 2460504.750000000,  Uranus,  56.2358617, -0.2611019,
 2024-Jul-13 12:00, 2460505.000000000,  Uranus,  56.2454651, -0.2611121,
 2024-Jul-13 18:00, 2460505.250000000,  Uranus,  56.2550303, -0.2611224,
 2024-Jul-14 00:00, 2460505.500000000,  Uranus,  56.2645570, -0.2611328,
 2024-Jul-14 06:00, 2460505.750000000,  Uranus,  56.2740454, -0.2611434,
 2024-Jul-14 12:00, 2460506.000000000,  Uranus,  56.2834954, -0.2611541,
 2024-Jul-14 18:00, 2460506.250000000,  Uranus,  56.2929069, -0.2611650,
 2024-Jul-15 00:00, 2460506.500000000,  Uranus,  56.3022798, -0.2611760,
 2024-Jul-15 06:00, 2460506.750000000,  Uranus,  56.3116142, -0.2611870,
 2024-Jul-15 12:00, 2460507.000000000,  Uranus,  56.3209098, -0.2611982,
 2024-Jul-15 18:00, 2460507.250000000,  Uranus,  56.3301667, -0.2612094,
 2024-Jul-16 00:00, 2460507.500000000,  Uranus,  56.3393846, -0.2612207,
 2024-Jul-16 06:00, 2460507.750000000,  Uranus,  56.3485636, -0.2612321,
 2024-Jul-16 12:00, 2460508.000000000,  Uranus,  56.3577035, -0.2612436,
 2024-Jul-16 18:00, 2460508.250000000,  Uranus,  56.3668043, -0.2612552,
 2024-Jul-17 00:00, 2460508.500000000,  Uranus,  56.3758658, -0.2612670,
 2024-Jul-17 06:00, 2460508.750000000,  Uranus,  56.3848879, -0.2612788,
 2024-Jul-17 12:00, 2460509.000000000,  Uranus,  56.3938704, -0.2612907,
 2024-Jul-17 18:00, 2460509.250000000,  Uranus,  56.4028134, -0.2613028,
 2024-Jul-18 00:00, 2460509.500000000,  Uranus,  56.4117165, -0.2613149,
 2024-Jul-18 06:00, 2460509.750000000,  Uranus,  56.4205796, -0.2613271,
 2024-Jul-18 12:00, 2460510.000000000,  Uranus,  56.4294026, -0.2613394,
 2024-Jul-18 18:00, 2460510.250000000,  Uranus,  56.4381852, -0.2613518,
 2024-Jul-19 00:00, 2460510.500000000,  Uranus,  56.4469273, -0.2613643,
 2024-Jul-19 06:00, 2460510.750000000,  Uranus,  56.4556286, -0.2613770,
 2024-Jul-19 12:00, 2460511.000000000,  Uranus,  56.4642890, -0.2613897,
 2024-Jul-19 18:00, 2460511.250000000,  Uranus,  56.4729082, -0.2614025,
 2024-Jul-20 00:00, 2460511.500000000,  Uranus,  56.4814861, -0.2614155,
 2024-Jul-20 06:00, 2460511.750000000,  Uranus,  56.4900223, -0.2614284,
 2024-Jul-20 12:00, 2460512.000000000,  Uranus,  56.4985166, -0.2614415,
 2024-Jul-20 18:00, 2460512.250000000,  Uranus,  56.5069687, -0.2614546,
 2024-Jul-21 00:00, 2460512.500000000,  Uranus,  56.5153785, -0.2614678,
 2024-Jul-21 06:00, 2460512.750000000,  Uranus,  56.5237457, -0.2614811,
 2024-Jul-21 12:00, 2460513.000000000,  Uranus,  56.5320700, -0.2614945,
 2024-Jul-21 18:00, 2460513.250000000,  Uranus,  56.5403513, -0.2615080,
 2024-Jul-22 00:00, 2460513.500000000,  Uranus,  56.5485893, -0.2615217,
 2024-Jul-22 06:00, 2460513.750000000,  Uranus,  56.5567839, -0.2615354,
 2024-Jul-22 12:00, 2460514.000000000,  Uranus,  56.5649350, -0.2615492,
 2024-Jul-22 18:00, 2460514.250000000,  Uranus,  56.5730424, -0.2615631,
 2024-Jul-23 00:00, 2460514.500000000,  Uranus,  56.5811059, -0.2615770,
 2024-Jul-23 06:00, 2460514.750000000,  Uranus,  56.5891255, -0.2615910,
 2024-Jul-23 12:00, 2460515.000000000,  Uranus,  56.5971011, -0.2616051,
 2024-Jul-23 18:00, 2460515.250000000,  Uranus,  56.6050325, -0.2616192,
 2024-Jul-24 00:00, 2460515.500000000,  Uranus,  56.6129199, -0.2616334,
 2024-Jul-24 06:00, 2460515.750000000,  Uranus,  56.6207630, -0.2616477,
 2024-Jul-24 12:00, 2460516.000000000,  Uranus,  56.6285621, -0.2616620,
 2024-Jul-24 18:00, 2460516.250000000,  Uranus,  56.6363170, -0.2616765,
 2024-Jul-25 00:00, 2460516.500000000,  Uranus,  56.6440278, -0.2616910,
 2024-Jul-25 06:00, 2460516.750000000,  Uranus,  56.6516946, -0.2617055,
 2024-Jul-25 12:00, 2460517.000000000,  Uranus,  56.6593174, -0.2617201,
 2024-Jul-25 18:00, 2460517.250000000,  Uranus,  56.6668961, -0.2617348,
 2024-Jul-26 00:00, 2460517.500000000,  Uranus,  56.6744309, -0.2617496,
 2024-Jul-26 06:00, 2460517.750000000,  Uranus,  56.6819217, -0.2617644,
 2024-Jul-26 12:00, 2460518.000000000,  Uranus,  56.6893686, -0.2617794,
 2024-Jul-26 18:00, 2460518.250000000,  Uranus,  56.6967717, -0.2617944,
 2024-Jul-27 00:00, 2460518.500000000,  Uranus,  56.7041309, -0.2618096,
 2024-Jul-27 06:00, 2460518.750000000,  Uranus,  56.7114463, -0.2618249,
 2024-Jul-27 12:00, 2460519.000000000,  Uranus,  56.7187178, -0.2618403,
 2024-Jul-27 18:00, 2460519.250000000,  Uranus,  56.7259454, -0.2618558,
 2024-Jul-28 00:00, 2460519.500000000,  Uranus,  56.7331291, -0.2618714,
 2024-Jul-28 06:00, 2460519.750000000,  Uranus,  56.7402687, -0.2618870,
 2024-Jul-28 12:00, 2460520.000000000,  Uranus,  56.7473641, -0.2619027,
 2024-Jul-28 18:00, 2460520.250000000,  Uranus,  56.7544153, -0.2619186,
 2024-Jul-29 00:00, 2460520.500000000,  Uranus,  56.7614220, -0.2619345,
 2024-Jul-29 06:00, 2460520.750000000,  Uranus,  56.7683843, -0.2619506,
 2024-Jul-29 12:00, 2460521.000000000,  Uranus,  56.7753018, -0.2619668,
 2024-Jul-29 18:00, 2460521.250000000,  Uranus,  56.7821746, -0.2619832,
 2024-Jul-30 00:00, 2460521.500000000,  Uranus,  56.7890023, -0.2619997,
 2024-Jul-30 06:00, 2460521.750000000,  Uranus,  56.7957849, -0.2620163,
 2024-Jul-30 12:00, 2460522.000000000,  Uranus,  56.8025220, -0.2620330,
 2024-Jul-30 18:00, 2460522.250000000,  Uranus,  56.8092136, -0.2620499,
 2024-Jul-31 00:00, 2460522.500000000,  Uranus,  56.8158593, -0.2620668,
 2024-Jul-31 06:00, 2460522.750000000,  Uranus,  56.8224590, -0.2620839,
 2024-Jul-31 12:00, 2460523.000000000,  Uranus,  56.8290124, -0.2621010,
 2024-Jul-31 18:00, 2460523.250000000,  Uranus,  56.8355193, -0.2621183,
 2024-Aug-01 00:00, 2460523.500000000,  Uranus,  56.8419795, -0.2621357,
 2024-Aug-01 06:00, 2460523.750000000,  Uranus,  56.8483928, -0.2621532,
 2024-Aug-01 12:00, 2460524.000000000,  Uranus,  56.8547590, -0.2621709,
 2024-Aug-01 18:00, 2460524.250000000,  Uranus,  56.8610779, -0.2621885,
 2024-Aug-02 00:00, 2460524.500000000,  Uranus,  56.8673492, -0.2622063,
 2024-Aug-02 06:00, 2460524.750000000,  Uranus,  56.8735727, -0.2622241,
 2024-Aug-02 12:00, 2460525.000000000,  Uranus,  56.8797483, -0.2622420,
 2024-Aug-02 18:00, 2460525.250000000,  Uranus,  56.8858758, -0.2622600,
 2024-Aug-03 00:00, 2460525.500000000,  Uranus,  56.8919550, -0.2622781,
 2024-Aug-03 06:00, 2460525.750000000,  Uranus,  56.8979857, -0.2622963,
 2024-Aug-03 12:00, 2460526.000000000,  Uranus,  56.9039679, -0.2623146,
 2024-Aug-03 18:00, 2460526.250000000,  Uranus,  56.9099013, -0.2623331,
 2024-Aug-04 00:00, 2460526.500000000,  Uranus,  56.9157860, -0.2623516,
 2024-Aug-04 06:00, 2460526.750000000,  Uranus,  56.9216217, -0.2623702,
 2024-Aug-04 12:00, 2460527.000000000,  Uranus,  56.9274084, -0.2623889,
 2024-Aug-04 18:00, 2460527.250000000,  Uranus,  56.9331460, -0.2624076,
 2024-Aug-05 00:00, 2460527.500000000,  Uranus,  56.9388344, -0.2624264,
 2024-Aug-05 06:00, 2460527.750000000,  Uranus,  56.9444736, -0.2624452,
 2024-Aug-05 12:00, 2460528.000000000,  Uranus,  56.9500634, -0.2624641,
 2024-Aug-05 18:00, 2460528.250000000,  Uranus,  56.9556038, -0.2624831,
 2024-Aug-06 00:00, 2460528.500000000,  Uranus,  56.9610948, -0.2625022,
 2024-Aug-06 06:00, 2460528.750000000,  Uranus,  56.9665364, -0.2625214,
 2024-Aug-06 12:00, 2460529.000000000,  Uranus,  56.9719286, -0.2625407,
 2024-Aug-06 18:00, 2460529.250000000,  Uranus,  56.9772712, -0.2625600,
 2024-Aug-07 00:00, 2460529.500000000,  Uranus,  56.9825645, -0.2625794,
 2024-Aug-07 06:00, 2460529.750000000,  Uranus,  56.9878082, -0.2625989,
 2024-Aug-07 12:00, 2460530.000000000,  Uranus,  56.9930025, -0.2626184,
 2024-Aug-07 18:00, 2460530.250000000,  Uranus,  56.9981472, -0.2626380,
 2024-Aug-08 00:00, 2460530.500000000,  Uranus,  57.0032425, -0.2626577,
 2024-Aug-08 06:00, 2460530.750000000,  Uranus,  57.0082883, -0.2626774,
 2024-Aug-08 12:00, 2460531.000000000,  Uranus,  57.0132847, -0.2626973,
 2024-Aug-08 18:00, 2460531.250000000,  Uranus,  57.0182316, -0.2627172,
 2024-Aug-09 00:00, 2460531.500000000,  Uranus,  57.0231292, -0.2627372,
 2024-Aug-09 06:00, 2460531.750000000,  Uranus,  57.0279773, -0.2627571,
 2024-Aug-09 12:00, 2460532.000000000,  Uranus,  57.0327760, -0.2627772,
 2024-Aug-09 18:00, 2460532.250000000,  Uranus,  57.0375254, -0.2627972,
 2024-Aug-10 00:00, 2460532.500000000,  Uranus,  57.0422253, -0.2628172,
 2024-Aug-10 06:00, 2460532.750000000,  Uranus,  57.0468759, -0.2628373,
 2024-Aug-10 12:00, 2460533.000000000,  Uranus,  57.0514770, -0.2628574,
 2024-Aug-10 18:00, 2460533.250000000,  Uranus,  57.0560287, -0.2628775,
 2024-Aug-11 00:00, 2460533.500000000,  Uranus,  57.0605310, -0.2628977,
 2024-Aug-11 06:00, 2460533.750000000,  Uranus,  57.0649840, -0.2629179,
 2024-Aug-11 12:00, 2460534.000000000,  Uranus,  57.0693875, -0.2629382,
 2024-Aug-11 18:00, 2460534.250000000,  Uranus,  57.0737416, -0.2629585,
 2024-Aug-12 00:00, 2460534.500000000,  Uranus,  57.0780464, -0.2629788,
 2024-Aug-12 06:00, 2460534.750000000,  Uranus,  57.0823016, -0.2629991,
 2024-Aug-12 12:00, 2460535.000000000,  Uranus,  57.0865074, -0.2630195,
 2024-Aug-12 18:00, 2460535.250000000,  Uranus,  57.0906637, -0.2630398,
 2024-Aug-13 00:00, 2460535.500000000,  Uranus,  57.0947704, -0.2630601,
 2024-Aug-13 06:00, 2460535.750000000,  Uranus,  57.0988275, -0.2630805,
 2024-Aug-13 12:00, 2460536.000000000,  Uranus,  57.1028349, -0.2631009,
 2024-Aug-13 18:00, 2460536.250000000,  Uranus,  57.1067926, -0.2631214,
 2024-Aug-14 00:00, 2460536.500000000,  Uranus,  57.1107005, -0.2631418,
 2024-Aug-14 06:00, 2460536.750000000,  Uranus,  57.1145586, -0.2631623,
 2024-Aug-14 12:00, 2460537.000000000,  Uranus,  57.1183667, -0.2631827,
 2024-Aug-14 18:00, 2460537.250000000,  Uranus,  57.1221247, -0.2632031,
 2024-Aug-15 00:00, 2460537.500000000,  Uranus,  57.1258326, -0.2632236,
 2024-Aug-15 06:00, 2460537.750000000,  Uranus,  57.1294901, -0.2632440,
 2024-Aug-15 12:00, 2460538.000000000,  Uranus,  57.1330972, -0.2632645,
 2024-Aug-15 18:00, 2460538.250000000,  Uranus,  57.1366538, -0.2632850,
 2024-Aug-16 00:00, 2460538.500000000,  Uranus,  57.1401597, -0.2633055,
 2024-Aug-16 06:00, 2460538.750000000,  Uranus,  57.1436148, -0.2633261,
 2024-Aug-16 12:00, 2460539.000000000,  Uranus,  57.1470189, -0.2633467,
 2024-Aug-16 18:00, 2460539.250000000,  Uranus,  57.1503719, -0.2633673,
 2024-Aug-17 00:00, 2460539.500000000,  Uranus,  57.1536736, -0.2633879,
 2024-Aug-17 06:00, 2460539.750000000,  Uranus,  57.1569239, -0.2634084,
 2024-Aug-17 12:00, 2460540.000000000,  Uranus,  57.1601225, -0.2634289,
 2024-Aug-17 18:00, 2460540.250000000,  Uranus,  57.1632693, -0.2634494,
 2024-Aug-18 00:00, 2460540.500000000,  Uranus,  57.1663641, -0.2634699,
 2024-Aug-18 06:00, 2460540.750000000,  Uranus,  57.1694068, -0.2634903,
 2024-Aug-18 12:00, 2460541.000000000,  Uranus,  57.1723972, -0.2635108,
 2024-Aug-18 18:00, 2460541.250000000,  Uranus,  57.1753353, -0.2635312,
 2024-Aug-19 00:00, 2460541.500000000,  Uranus,  57.1782209, -0.2635516,
 2024-Aug-19 06:00, 2460541.750000000,  Uranus,  57.1810539, -0.2635720,
 2024-Aug-19 12:00, 2460542.000000000,  Uranus,  57.1838343, -0.2635924,
 2024-Aug-19 18:00, 2460542.250000000,  Uranus,  57.1865621, -0.2636127,
 2024-Aug-20 00:00, 2460542.500000000,  Uranus,  57.1892373, -0.2636330,
 2024-Aug-20 06:00, 2460542.750000000,  Uranus,  57.1918598, -0.2636532,
 2024-Aug-20 12:00, 2460543.000000000,  Uranus,  57.1944296, -0.2636734,
 2024-Aug-20 18:00, 2460543.250000000,  Uranus,  57.1969470, -0.2636937,
 2024-Aug-21 00:00, 2460543.500000000,  Uranus,  57.1994119, -0.2637139,
 2024-Aug-21 06:00, 2460543.750000000,  Uranus,  57.2018245, -0.2637341,
 2024-Aug-21 12:00, 2460544.000000000,  Uranus,  57.2041849, -0.2637543,
 2024-Aug-21 18:00, 2460544.250000000,  Uranus,  57.2064932, -0.2637745,
 2024-Aug-22 00:00, 2460544.500000000,  Uranus,  57.2087496, -0.2637947,
 2024-Aug-22 06:00, 2460544.750000000,  Uranus,  57.2109542, -0.2638148,
 2024-Aug-22 12:00, 2460545.000000000,  Uranus,  57.2131071, -0.2638348,
 2024-Aug-22 18:00, 2460545.250000000,  Uranus,  57.2152085, -0.2638549,
 2024-Aug-23 00:00, 2460545.500000000,  Uranus,  57.2172583, -0.2638750,
 2024-Aug-23 06:00, 2460545.750000000,  Uranus,  57.2192568, -0.2638950,
 2024-Aug-23 12:00, 2460546.000000000,  Uranus,  57.2212039, -0.2639151,
 2024-Aug-23 18:00, 2460546.250000000,  Uranus,  57.2230999, -0.2639353,
 2024-Aug-24 00:00, 2460546.500000000,  Uranus,  57.2249448, -0.2639555,
 2024-Aug-24 06:00, 2460546.750000000,  Uranus,  57.2267385, -0.2639757,
 2024-Aug-24 12:00, 2460547.000000000,  Uranus,  57.2284812, -0.2639959,
 2024-Aug-24 18:00, 2460547.250000000,  Uranus,  57.2301727, -0.2640161,
 2024-Aug-25 00:00, 2460547.500000000,  Uranus,  57.2318130, -0.2640364,
 2024-Aug-25 06:00, 2460547.750000000,  Uranus,  57.2334021, -0.2640566,
 2024-Aug-25 12:00, 2460548.000000000,  Uranus,  57.2349399, -0.2640769,
 2024-Aug-25 18:00, 2460548.250000000,  Uranus,  57.2364263, -0.2640972,
 2024-Aug-26 00:00, 2460548.500000000,  Uranus,  57.2378612, -0.2641175,
 2024-Aug-26 06:00, 2460548.750000000,  Uranus,  57.2392445, -0.2641378,
 2024-Aug-26 12:00, 2460549.000000000,  Uranus,  57.2405761, -0.2641582,
 2024-Aug-26 18:00, 2460549.250000000,  Uranus,  57.2418558, -0.2641786,
 2024-Aug-27 00:00, 2460549.500000000,  Uranus,  57.2430835, -0.2641989,
 2024-Aug-27 06:00, 2460549.750000000,  Uranus,  57.2442591, -0.2642193,
 2024-Aug-27 12:00, 2460550.000000000,  Uranus,  57.2453824, -0.2642396,
 2024-Aug-27 18:00, 2460550.250000000,  Uranus,  57.2464533, -0.2642599,
 2024-Aug-28 00:00, 2460550.500000000,  Uranus,  57.2474715, -0.2642802,
 2024-Aug-28 06:00, 2460550.750000000,  Uranus,  57.2484370, -0.2643006,
 2024-Aug-28 12:00, 2460551.000000000,  Uranus,  57.2493497, -0.2643210,
 2024-Aug-28 18:00, 2460551.250000000,  Uranus,  57.2502095, -0.2643414,
 2024-Aug-29 00:00, 2460551.500000000,  Uranus,  57.2510161, -0.2643618,
 2024-Aug-29 06:00, 2460551.750000000,  Uranus,  57.2517696, -0.2643822,
 2024-Aug-29 12:00, 2460552.000000000,  Uranus,  57.2524698, -0.2644026,
 2024-Aug-29 18:00, 2460552.250000000,  Uranus,  57.2531167, -0.2644229,
 2024-Aug-30 00:00, 2460552.500000000,  Uranus,  57.2537101, -0.2644433,
 2024-Aug-30 06:00, 2460552.750000000,  Uranus,  57.2542499, -0.2644635,
 2024-Aug-30 12:00, 2460553.000000000,  Uranus,  57.2547361, -0.2644838,
 2024-Aug-30 18:00, 2460553.250000000,  Uranus,  57.2551686, -0.2645040,
 2024-Aug-31 00:00, 2460553.500000000,  Uranus,  57.2555474, -0.2645243,
 2024-Aug-31 06:00, 2460553.750000000,  Uranus,  57.2558724, -0.2645445,
 2024-Aug-31 12:00, 2460554.000000000,  Uranus,  57.2561437, -0.2645648,
 2024-Aug-31 18:00, 2460554.250000000,  Uranus,  57.2563612, -0.2645850,
 2024-Sep-01 00:00, 2460554.500000000,  Uranus,  57.2565249, -0.2646052,
 2024-Sep-01 06:00, 2460554.750000000,  Uranus,  57.2566350, -0.2646254,
 2024-Sep-01 12:00, 2460555.000000000,  Uranus,  57.2566913, -0.2646455,
 2024-Sep-01 18:00, 2460555.250000000,  Uranus,  57.2566939, -0.2646657,
 2024-Sep-02 00:00, 2460555.500000000,  Uranus,  57.2566428, -0.2646858,
 2024-Sep-02 06:00, 2460555.750000000,  Uranus,  57.2565381, -0.2647059,
 2024-Sep-02 12:00, 2460556.000000000,  Uranus,  57.2563799, -0.2647260,
