 Date__(UT)__HR:MN, Date_________JDUT,  Uranus,    ObsEcLon,   ObsEcLat,
 2024-Sep-02 18:00, 2460556.250000000,  Uranus,  57.2561683, -0.2647461,
 2024-Sep-03 00:00, 2460556.500000000,  Uranus,  57.2559033, -0.2647661,
 2024-Sep-03 06:00, 2460556.750000000,  Uranus,  57.2555850, -0.2647862,
 2024-Sep-03 12:00, 2460557.000000000,  Uranus,  57.2552134, -0.2648061,
 2024-Sep-03 18:00, 2460557.250000000,  Uranus,  57.2547888, -0.2648260,
 2024-Sep-04 00:00, 2460557.500000000,  Uranus,  57.2543111, -0.2648459,
 2024-Sep-04 06:00, 2460557.750000000,  Uranus,  57.2537805, -0.2648656,
 2024-Sep-04 12:00, 2460558.000000000,  Uranus,  57.2531969, -0.2648853,
 2024-Sep-04 18:00, 2460558.250000000,  Uranus,  57.2525607, -0.2649049,
 2024-Sep-05 00:00, 2460558.500000000,  Uranus,  57.2518717, -0.2649245,
 2024-Sep-05 06:00, 2460558.750000000,  Uranus,  57.2511302, -0.2649441,
 2024-Sep-05 12:00, 2460559.000000000,  Uranus,  57.2503363, -0.2649636,
 2024-Sep-05 18:00, 2460559.250000000,  Uranus,  57.2494901, -0.2649831,
 2024-Sep-06 00:00, 2460559.500000000,  Uranus,  57.2485917, -0.2650025,
 2024-Sep-06 06:00, 2460559.750000000,  Uranus,  57.2476412, -0.2650218,
 2024-Sep-06 12:00, 2460560.000000000,  Uranus,  57.2466387, -0.2650410,
 2024-Sep-06 18:00, 2460560.250000000,  Uranus,  57.2455842, -0.2650601,
 2024-Sep-07 00:00, 2460560.500000000,  Uranus,  57.2444779, -0.2650791,
 2024-Sep-07 06:00, 2460560.750000000,  Uranus,  57.2433199, -0.2650980,
 2024-Sep-07 12:00, 2460561.000000000,  Uranus,  57.2421102, -0.2651169,
 2024-Sep-07 18:00, 2460561.250000000,  Uranus,  57.2408490, -0.2651357,
 2024-Sep-08 00:00, 2460561.500000000,  Uranus,  57.2395363, -0.2651544,
 2024-Sep-08 06:00, 2460561.750000000,  Uranus,  57.2381722, -0.2651730,
 2024-Sep-08 12:00, 2460562.000000000,  Uranus,  57.2367568, -0.2651915,
 2024-Sep-08 18:00, 2460562.250000000,  Uranus,  57.2352901, -0.2652099,
 2024-Sep-09 00:00, 2460562.500000000,  Uranus,  57.2337722, -0.2652282,
 2024-Sep-09 06:00, 2460562.750000000,  Uranus,  57.2322032, -0.2652464,
 2024-Sep-09 12:00, 2460563.000000000,  Uranus,  57.2305831, -0.2652645,
 2024-Sep-09 18:00, 2460563.250000000,  Uranus,  57.2289119, -0.2652826,
 2024-Sep-10 00:00, 2460563.500000000,  Uranus,  57.2271898, -0.2653006,
 2024-Sep-10 06:00, 2460563.750000000,  Uranus,  57.2254166, -0.2653185,
 2024-Sep-10 12:00, 2460564.000000000,  Uranus,  57.2235926, -0.2653364,
 2024-Sep-10 18:00, 2460564.250000000,  Uranus,  57.2217176, -0.2653542,
 2024-Sep-11 00:00, 2460564.500000000,  Uranus,  57.2197918, -0.2653718,
 2024-Sep-11 06:00, 2460564.750000000,  Uranus,  57.2178152, -0.2653894,
 2024-Sep-11 12:00, 2460565.000000000,  Uranus,  57.2157876, -0.2654068,
 2024-Sep-11 18:00, 2460565.250000000,  Uranus,  57.2137092, -0.2654241,
 2024-Sep-12 00:00, 2460565.500000000,  Uranus,  57.2115798, -0.2654413,
 2024-Sep-12 06:00, 2460565.750000000,  Uranus,  57.2093994, -0.2654583,
 2024-Sep-12 12:00, 2460566.000000000,  Uranus,  57.2071680, -0.2654753,
 2024-Sep-12 18:00, 2460566.250000000,  Uranus,  57.2048857, -0.2654921,
 2024-Sep-13 00:00, 2460566.500000000,  Uranus,  57.2025523, -0.2655089,
 2024-Sep-13 06:00, 2460566.750000000,  Uranus,  57.2001678, -0.2655255,
 2024-Sep-13 12:00, 2460567.000000000,  Uranus,  57.1977322, -0.2655420,
 2024-Sep-13 18:00, 2460567.250000000,  Uranus,  57.1952454, -0.2655584,
 2024-Sep-14 00:00, 2460567.500000000,  Uranus,  57.1927075, -0.2655746,
 2024-Sep-14 06:00, 2460567.750000000,  Uranus,  57.1901182, -0.2655907,
 2024-Sep-14 12:00, 2460568.000000000,  Uranus,  57.1874776, -0.2656066,
 2024-Sep-14 18:00, 2460568.250000000,  Uranus,  57.1847857, -0.2656224,
 2024-Sep-15 00:00, 2460568.500000000,  Uranus,  57.1820424, -0.2656381,
 2024-Sep-15 06:00, 2460568.750000000,  Uranus,  57.1792478, -0.2656536,
 2024-Sep-15 12:00, 2460569.000000000,  Uranus,  57.1764018, -0.2656690,
 2024-Sep-15 18:00, 2460569.250000000,  Uranus,  57.1735045, -0.2656842,
 2024-Sep-16 00:00, 2460569.500000000,  Uranus,  57.1705559, -0.2656993,
 2024-Sep-16 06:00, 2460569.750000000,  Uranus,  57.1675561, -0.2657142,
 2024-Sep-16 12:00, 2460570.000000000,  Uranus,  57.1645052, -0.2657290,
 2024-Sep-16 18:00, 2460570.250000000,  Uranus,  57.1614033, -0.2657436,
 2024-Sep-17 00:00, 2460570.500000000,  Uranus,  57.1582505, -0.2657580,
 2024-Sep-17 06:00, 2460570.750000000,  Uranus,  57.1550470, -0.2657723,
 2024-Sep-17 12:00, 2460571.000000000,  Uranus,  57.1517930, -0.2657865,
 2024-Sep-17 18:00, 2460571.250000000,  Uranus,  57.1484887, -0.2658006,
 2024-Sep-18 00:00, 2460571.500000000,  Uranus,  57.1451345, -0.2658146,
 2024-Sep-18 06:00, 2460571.750000000,  Uranus,  57.1417304, -0.2658285,
 2024-Sep-18 12:00, 2460572.000000000,  Uranus,  57.1382769, -0.2658423,
 2024-Sep-18 18:00, 2460572.250000000,  Uranus,  57.1347741, -0.2658560,
 2024-Sep-19 00:00, 2460572.500000000,  Uranus,  57.1312224, -0.2658695,
 2024-Sep-19 06:00, 2460572.750000000,  Uranus,  57.1276219, -0.2658829,
 2024-Sep-19 12:00, 2460573.000000000,  Uranus,  57.1239730, -0.2658962,
 2024-Sep-19 18:00, 2460573.250000000,  Uranus,  57.1202757, -0.2659094,
 2024-Sep-20 00:00, 2460573.500000000,  Uranus,  57.1165304, -0.2659224,
 2024-Sep-20 06:00, 2460573.750000000,  Uranus,  57.1127373, -0.2659354,
 2024-Sep-20 12:00, 2460574.000000000,  Uranus,  57.1088964, -0.2659483,
 2024-Sep-20 18:00, 2460574.250000000,  Uranus,  57.1050080, -0.2659611,
 2024-Sep-21 00:00, 2460574.500000000,  Uranus,  57.1010722, -0.2659738,
 2024-Sep-21 06:00, 2460574.750000000,  Uranus,  57.0970890, -0.2659863,
 2024-Sep-21 12:00, 2460575.000000000,  Uranus,  57.0930586, -0.2659988,
 2024-Sep-21 18:00, 2460575.250000000,  Uranus,  57.0889808, -0.2660111,
 2024-Sep-22 00:00, 2460575.500000000,  Uranus,  57.0848558, -0.2660233,
 2024-Sep-22 06:00, 2460575.750000000,  Uranus,  57.0806836, -0.2660355,
 2024-Sep-22 12:00, 2460576.000000000,  Uranus,  57.0764641, -0.2660475,
 2024-Sep-22 18:00, 2460576.250000000,  Uranus,  57.0721973, -0.2660595,
 2024-Sep-23 00:00, 2460576.500000000,  Uranus,  57.0678832, -0.2660713,
 2024-Sep-23 06:00, 2460576.750000000,  Uranus,  57.0635217, -0.2660831,
 2024-Sep-23 12:00, 2460577.000000000,  Uranus,  57.0591129, -0.2660948,
 2024-Sep-23 18:00, 2460577.250000000,  Uranus,  57.0546567, -0.2661063,
 2024-Sep-24 00:00, 2460577.500000000,  Uranus,  57.0501531, -0.2661176,
 2024-Sep-24 06:00, 2460577.750000000,  Uranus,  57.0456019, -0.2661289,
 2024-Sep-24 12:00, 2460578.000000000,  Uranus,  57.0410031, -0.2661399,
 2024-Sep-24 18:00, 2460578.250000000,  Uranus,  57.0363568, -0.2661509,
 2024-Sep-25 00:00, 2460578.500000000,  Uranus,  57.0316628, -0.2661617,
 2024-Sep-25 06:00, 2460578.750000000,  Uranus,  57.0269212, -0.2661724,
 2024-Sep-25 12:00, 2460579.000000000,  Uranus,  57.0221321, -0.2661831,
 2024-Sep-25 18:00, 2460579.250000000,  Uranus,  57.0172954, -0.2661936,
 2024-Sep-26 00:00, 2460579.500000000,  Uranus,  57.0124112, -0.2662040,
 2024-Sep-26 06:00, 2460579.750000000,  Uranus,  57.0074795, -0.2662143,
 2024-Sep-26 12:00, 2460580.000000000,  Uranus,  57.0025004, -0.2662245,
 2024-Sep-26 18:00, 2460580.250000000,  Uranus,  56.9974739, -0.2662345,
 2024-Sep-27 00:00, 2460580.500000000,  Uranus,  56.9924001, -0.2662444,
 2024-Sep-27 06:00, 2460580.750000000,  Uranus,  56.9872792, -0.2662542,
 2024-Sep-27 12:00, 2460581.000000000,  Uranus,  56.9821111, -0.2662638,
 2024-Sep-27 18:00, 2460581.250000000,  Uranus,  56.9768960, -0.2662733,
 2024-Sep-28 00:00, 2460581.500000000,  Uranus,  56.9716340, -0.2662828,
 2024-Sep-28 06:00, 2460581.750000000,  Uranus,  56.9663253, -0.2662921,
 2024-Sep-28 12:00, 2460582.000000000,  Uranus,  56.9609701, -0.2663012,
 2024-Sep-28 18:00, 2460582.250000000,  Uranus,  56.9555684, -0.2663102,
 2024-Sep-29 00:00, 2460582.500000000,  Uranus,  56.9501204, -0.2663191,
 2024-Sep-29 06:00, 2460582.750000000,  Uranus,  56.9446263, -0.2663278,
 2024-Sep-29 12:00, 2460583.000000000,  Uranus,  56.9390862, -0.2663363,
 2024-Sep-29 18:00, 2460583.250000000,  Uranus,  56.9335003, -0.2663446,
 2024-Sep-30 00:00, 2460583.500000000,  Uranus,  56.9278688, -0.2663529,
 2024-Sep-30 06:00, 2460583.750000000,  Uranus,  56.9221919, -0.2663610,
 2024-Sep-30 12:00, 2460584.000000000,  Uranus,  56.9164699, -0.2663689,
 2024-Sep-30 18:00, 2460584.250000000,  Uranus,  56.9107029, -0.2663768,
 2024-Oct-01 00:00, 2460584.500000000,  Uranus,  56.9048912, -0.2663844,
 2024-Oct-01 06:00, 2460584.750000000,  Uranus,  56.8990350, -0.2663919,
 2024-Oct-01 12:00, 2460585.000000000,  Uranus,  56.8931344, -0.2663992,
 2024-Oct-01 18:00, 2460585.250000000,  Uranus,  56.8871898, -0.2664063,
 2024-Oct-02 00:00, 2460585.500000000,  Uranus,  56.8812014, -0.2664132,
 2024-Oct-02 06:00, 2460585.750000000,  Uranus,  56.8751692, -0.2664199,
 2024-Oct-02 12:00, 2460586.000000000,  Uranus,  56.8690937, -0.2664264,
 2024-Oct-02 18:00, 2460586.250000000,  Uranus,  56.8629750, -0.2664328,
 2024-Oct-03 00:00, 2460586.500000000,  Uranus,  56.8568133, -0.2664389,
 2024-Oct-03 06:00, 2460586.750000000,  Uranus,  56.8506089, -0.2664449,
 2024-Oct-03 12:00, 2460587.000000000,  Uranus,  56.8443620, -0.2664506,
 2024-Oct-03 18:00, 2460587.250000000,  Uranus,  56.8380728, -0.2664562,
 2024-Oct-04 00:00, 2460587.500000000,  Uranus,  56.8317416, -0.2664616,
 2024-Oct-04 06:00, 2460587.750000000,  Uranus,  56.8253686, -0.2664667,
 2024-Oct-04 12:00, 2460588.000000000,  Uranus,  56.8189540, -0.2664717,
 2024-Oct-04 18:00, 2460588.250000000,  Uranus,  56.8124980, -0.2664764,
 2024-Oct-05 00:00, 2460588.500000000,  Uranus,  56.8060007, -0.2664810,
 2024-Oct-05 06:00, 2460588.750000000,  Uranus,  56.7994625, -0.2664854,
 2024-Oct-05 12:00, 2460589.000000000,  Uranus,  56.7928836, -0.2664897,
 2024-Oct-05 18:00, 2460589.250000000,  Uranus,  56.7862641, -0.2664938,
 2024-Oct-06 00:00, 2460589.500000000,  Uranus,  56.7796043, -0.2664976,
 2024-Oct-06 06:00, 2460589.750000000,  Uranus,  56.7729043, -0.2665013,
 2024-Oct-06 12:00, 2460590.000000000,  Uranus,  56.7661644, -0.2665048,
 2024-Oct-06 18:00, 2460590.250000000,  Uranus,  56.7593846, -0.2665080,
 2024-Oct-07 00:00, 2460590.500000000,  Uranus,  56.7525652, -0.2665110,
 2024-Oct-07 06:00, 2460590.750000000,  Uranus,  56.7457062, -0.2665137,
 2024-Oct-07 12:00, 2460591.000000000,  Uranus,  56.7388079, -0.2665163,
 2024-Oct-07 18:00, 2460591.250000000,  Uranus,  56.7318704, -0.2665187,
 2024-Oct-08 00:00, 2460591.500000000,  Uranus,  56.7248939, -0.2665209,
 2024-Oct-08 06:00, 2460591.750000000,  Uranus,  56.7178785, -0.2665229,
 2024-Oct-08 12:00, 2460592.000000000,  Uranus,  56.7108243, -0.2665247,
 2024-Oct-08 18:00, 2460592.250000000,  Uranus,  56.7037316, -0.2665262,
 2024-Oct-09 00:00, 2460592.500000000,  Uranus,  56.6966003, -0.2665276,
 2024-Oct-09 06:00, 2460592.750000000,  Uranus,  56.6894306, -0.2665287,
 2024-Oct-09 12:00, 2460593.000000000,  Uranus,  56.6822227, -0.2665295,
 2024-Oct-09 18:00, 2460593.250000000,  Uranus,  56.6749766, -0.2665302,
 2024-Oct-10 00:00, 2460593.500000000,  Uranus,  56.6676923, -0.2665305,
 2024-Oct-10 06:00, 2460593.750000000,  Uranus,  56.6603701, -0.2665307,
 2024-Oct-10 12:00, 2460594.000000000,  Uranus,  56.6530101, -0.2665306,
 2024-Oct-10 18:00, 2460594.250000000,  Uranus,  56.6456122, -0.2665302,
 2024-Oct-11 00:00, 2460594.500000000,  Uranus,  56.6381767, -0.2665296,
 2024-Oct-11 06:00, 2460594.750000000,  Uranus,  56.6307036, -0.2665288,
 2024-Oct-11 12:00, 2460595.000000000,  Uranus,  56.6231930, -0.2665276,
 2024-Oct-11 18:00, 2460595.250000000,  Uranus,  56.6156450, -0.2665262,
 2024-Oct-12 00:00, 2460595.500000000,  Uranus,  56.6080596, -0.2665245,
 2024-Oct-12 06:00, 2460595.750000000,  Uranus,  56.6004371, -0.2665225,
 2024-Oct-12 12:00, 2460596.000000000,  Uranus,  56.5927775, -0.2665203,
 2024-Oct-12 18:00, 2460596.250000000,  Uranus,  56.5850810, -0.2665179,
 2024-Oct-13 00:00, 2460596.500000000,  Uranus,  56.5773477, -0.2665152,
 2024-Oct-13 06:00, 2460596.750000000,  Uranus,  56.5695778, -0.2665124,
 2024-Oct-13 12:00, 2460597.000000000,  Uranus,  56.5617715, -0.2665093,
 2024-Oct-13 18:00, 2460597.250000000,  Uranus,  56.5539291, -0.2665059,
 2024-Oct-14 00:00, 2460597.500000000,  Uranus,  56.5460507, -0.2665023,
 2024-Oct-14 06:00, 2460597.750000000,  Uranus,  56.5381366, -0.2664984,
 2024-Oct-14 12:00, 2460598.000000000,  Uranus,  56.5301870, -0.2664943,
 2024-Oct-14 18:00, 2460598.250000000,  Uranus,  56.5222022, -0.2664899,
 2024-Oct-15 00:00, 2460598.500000000,  Uranus,  56.5141825, -0.2664853,
 2024-Oct-15 06:00, 2460598.750000000,  Uranus,  56.5061284, -0.2664804,
 2024-Oct-15 12:00, 2460599.000000000,  Uranus,  56.4980400, -0.2664753,
 2024-Oct-15 18:00, 2460599.250000000,  Uranus,  56.4899179, -0.2664701,
 2024-Oct-16 00:00, 2460599.500000000,  Uranus,  56.4817623, -0.2664646,
 2024-Oct-16 06:00, 2460599.750000000,  Uranus,  56.4735737, -0.2664588,
 2024-Oct-16 12:00, 2460600.000000000,  Uranus,  56.4653524, -0.2664529,
 2024-Oct-16 18:00, 2460600.250000000,  Uranus,  56.4570989, -0.2664467,
 2024-Oct-17 00:00, 2460600.500000000,  Uranus,  56.4488135, -0.2664403,
 2024-Oct-17 06:00, 2460600.750000000,  Uranus,  56.4404965, -0.2664337,
 2024-Oct-17 12:00, 2460601.000000000,  Uranus,  56.4321484, -0.2664269,
 2024-Oct-17 18:00, 2460601.250000000,  Uranus,  56.4237693, -0.2664199,
 2024-Oct-18 00:00, 2460601.500000000,  Uranus,  56.4153598, -0.2664127,
 2024-Oct-18 06:00, 2460601.750000000,  Uranus,  56.4069199, -0.2664053,
 2024-Oct-18 12:00, 2460602.000000000,  Uranus,  56.3984501, -0.2663977,
 2024-Oct-18 18:00, 2460602.250000000,  Uranus,  56.3899504, -0.2663899,
 2024-Oct-19 00:00, 2460602.500000000,  Uranus,  56.3814211, -0.2663818,
 2024-Oct-19 06:00, 2460602.750000000,  Uranus,  56.3728624, -0.2663735,
 2024-Oct-19 12:00, 2460603.000000000,  Uranus,  56.3642743, -0.2663649,
 2024-Oct-19 18:00, 2460603.250000000,  Uranus,  56.3556570, -0.2663561,
 2024-Oct-20 00:00, 2460603.500000000,  Uranus,  56.3470105, -0.2663471,
 2024-Oct-20 06:00, 2460603.750000000,  Uranus,  56.3383349, -0.2663378,
 2024-Oct-20 12:00, 2460604.000000000,  Uranus,  56.3296303, -0.2663284,
 2024-Oct-20 18:00, 2460604.250000000,  Uranus,  56.3208967, -0.2663188,
 2024-Oct-21 00:00, 2460604.500000000,  Uranus,  56.3121344, -0.2663090,
 2024-Oct-21 06:00, 2460604.750000000,  Uranus,  56.3033432, -0.2662989,
 2024-Oct-21 12:00, 2460605.000000000,  Uranus,  56.2945232, -0.2662887,
 2024-Oct-21 18:00, 2460605.250000000,  Uranus,  56.2856746, -0.2662783,
 2024-Oct-22 00:00, 2460605.500000000,  Uranus,  56.2767973, -0.2662676,
 2024-Oct-22 06:00, 2460605.750000000,  Uranus,  56.2678916, -0.2662567,
 2024-Oct-22 12:00, 2460606.000000000,  Uranus,  56.2589573, -0.2662455,
 2024-Oct-22 18:00, 2460606.250000000,  Uranus,  56.2499948, -0.2662342,
 2024-Oct-23 00:00, 2460606.500000000,  Uranus,  56.2410040, -0.2662227,
 2024-Oct-23 06:00, 2460606.750000000,  Uranus,  56.2319852, -0.2662110,
 2024-Oct-23 12:00, 2460607.000000000,  Uranus,  56.2229386, -0.2661990,
 2024-Oct-23 18:00, 2460607.250000000,  Uranus,  56.2138642, -0.2661869,
 2024-Oct-24 00:00, 2460607.500000000,  Uranus,  56.2047623, -0.2661745,
 2024-Oct-24 06:00, 2460607.750000000,  Uranus,  56.1956330, -0.2661618,
 2024-Oct-24 12:00, 2460608.000000000,  Uranus,  56.1864766, -0.2661490,
 2024-Oct-24 18:00, 2460608.250000000,  Uranus,  56.1772933, -0.2661359,
 2024-Oct-25 00:00, 2460608.500000000,  Uranus,  56.1680833, -0.2661226,
 2024-Oct-25 06:00, 2460608.750000000,  Uranus,  56.1588468, -0.2661091,
 2024-Oct-25 12:00, 2460609.000000000,  Uranus,  56.1495841, -0.2660954,
 2024-Oct-25 18:00, 2460609.250000000,  Uranus,  56.1402955, -0.2660815,
 2024-Oct-26 00:00, 2460609.500000000,  Uranus,  56.1309813, -0.2660674,
 2024-Oct-26 06:00, 2460609.750000000,  Uranus,  56.1216418, -0.2660530,
 2024-Oct-26 12:00, 2460610.000000000,  Uranus,  56.1122772, -0.2660384,
 2024-Oct-26 18:00, 2460610.250000000,  Uranus,  56.1028879, -0.2660235,
 2024-Oct-27 00:00, 2460610.500000000,  Uranus,  56.0934741, -0.2660084,
 2024-Oct-27 06:00, 2460610.750000000,  Uranus,  56.0840361, -0.2659930,
 2024-Oct-27 12:00, 2460611.000000000,  Uranus,  56.0745742, -0.2659773,
 2024-Oct-27 18:00, 2460611.250000000,  Uranus,  56.0650888, -0.2659613,
 2024-Oct-28 00:00, 2460611.500000000,  Uranus,  56.0555801, -0.2659451,
 2024-Oct-28 06:00, 2460611.750000000,  Uranus,  56.0460486, -0.2659287,
 2024-Oct-28 12:00, 2460612.000000000,  Uranus,  56.0364944, -0.2659120,
 2024-Oct-28 18:00, 2460612.250000000,  Uranus,  56.0269181, -0.2658950,
 2024-Oct-29 00:00, 2460612.500000000,  Uranus,  56.0173199, -0.2658778,
 2024-Oct-29 06:00, 2460612.750000000,  Uranus,  56.0077001, -0.2658603,
 2024-Oct-29 12:00, 2460613.000000000,  Uranus,  55.9980591, -0.2658425,
 2024-Oct-29 18:00, 2460613.250000000,  Uranus,  55.9883972, -0.2658244,
 2024-Oct-30 00:00, 2460613.500000000,  Uranus,  55.9787147, -0.2658061,
 2024-Oct-30 06:00, 2460613.750000000,  Uranus,  55.9690121, -0.2657875,
 2024-Oct-30 12:00, 2460614.000000000,  Uranus,  55.9592895, -0.2657687,
 2024-Oct-30 18:00, 2460614.250000000,  Uranus,  55.9495475, -0.2657496,
 2024-Oct-31 00:00, 2460614.500000000,  Uranus,  55.9397863, -0.2657302,
 2024-Oct-31 06:00, 2460614.750000000,  Uranus,  55.9300063, -0.2657106,
 2024-Oct-31 12:00, 2460615.000000000,  Uranus,  55.9202078, -0.2656907,
 2024-Oct-31 18:00, 2460615.250000000,  Uranus,  55.9103911, -0.2656705,
 2024-Nov-01 00:00, 2460615.500000000,  Uranus,  55.9005565, -0.2656500,
 2024-Nov-01 06:00, 2460615.750000000,  Uranus,  55.8907044, -0.2656292,
 2024-Nov-01 12:00, 2460616.000000000,  Uranus,  55.8808350, -0.2656082,
 2024-Nov-01 18:00, 2460616.250000000,  Uranus,  55.8709487, -0.2655869,
 2024-Nov-02 00:00, 2460616.500000000,  Uranus,  55.8610457, -0.2655653,
 2024-Nov-02 06:00, 2460616.750000000,  Uranus,  55.8511264, -0.2655435,
 2024-Nov-02 12:00, 2460617.000000000,  Uranus,  55.8411911, -0.2655215,
 2024-Nov-02 18:00, 2460617.250000000,  Uranus,  55.8312401, -0.2654992,
 2024-Nov-03 00:00, 2460617.500000000,  Uranus,  55.8212736, -0.2654766,
 2024-Nov-03 06:00, 2460617.750000000,  Uranus,  55.8112920, -0.2654537,
 2024-Nov-03 12:00, 2460618.000000000,  Uranus,  55.8012954, -0.2654306,
 2024-Nov-03 18:00, 2460618.250000000,  Uranus,  55.7912841, -0.2654071,
 2024-Nov-04 00:00, 2460618.500000000,  Uranus,  55.7812584, -0.2653834,
 2024-Nov-04 06:00, 2460618.750000000,  Uranus,  55.7712185, -0.2653593,
 2024-Nov-04 12:00, 2460619.000000000,  Uranus,  55.7611646, -0.2653350,
 2024-Nov-04 18:00, 2460619.250000000,  Uranus,  55.7510970, -0.2653104,
 2024-Nov-05 00:00, 2460619.500000000,  Uranus,  55.7410158, -0.2652854,
 2024-Nov-05 06:00, 2460619.750000000,  Uranus,  55.7309214, -0.2652602,
 2024-Nov-05 12:00, 2460620.000000000,  Uranus,  55.7208138, -0.2652347,
 2024-Nov-05 18:00, 2460620.250000000,  Uranus,  55.7106934, -0.2652088,
 2024-Nov-06 00:00, 2460620.500000000,  Uranus,  55.7005602, -0.2651826,
 2024-Nov-06 06:00, 2460620.750000000,  Uranus,  55.6904145, -0.2651560,
 2024-Nov-06 12:00, 2460621.000000000,  Uranus,  55.6802565, -0.2651292,
 2024-Nov-06 18:00, 2460621.250000000,  Uranus,  55.6700863, -0.2651020,
 2024-Nov-07 00:00, 2460621.500000000,  Uranus,  55.6599041, -0.2650746,
 2024-Nov-07 06:00, 2460621.750000000,  Uranus,  55.6497103, -0.2650469,
 2024-Nov-07 12:00, 2460622.000000000,  Uranus,  55.6395049, -0.2650188,
 2024-Nov-07 18:00, 2460622.250000000,  Uranus,  55.6292882, -0.2649905,
 2024-Nov-08 00:00, 2460622.500000000,  Uranus,  55.6190603, -0.2649619,
 2024-Nov-08 06:00, 2460622.750000000,  Uranus,  55.6088216, -0.2649329,
 2024-Nov-08 12:00, 2460623.000000000,  Uranus,  55.5985721, -0.2649035,
 2024-Nov-08 18:00, 2460623.250000000,  Uranus,  55.5883122, -0.2648739,
 2024-Nov-09 00:00, 2460623.500000000,  Uranus,  55.5780419, -0.2648439,
 2024-Nov-09 06:00, 2460623.750000000,  Uranus,  55.5677617, -0.2648136,
 2024-Nov-09 12:00, 2460624.000000000,  Uranus,  55.5574716, -0.2647830,
 2024-Nov-09 18:00, 2460624.250000000,  Uranus,  55.5471721, -0.2647522,
 2024-Nov-10 00:00, 2460624.500000000,  Uranus,  55.5368634, -0.2647210,
 2024-Nov-10 06:00, 2460624.750000000,  Uranus,  55.5265459, -0.2646896,
 2024-Nov-10 12:00, 2460625.000000000,  Uranus,  55.5162198, -0.2646579,
 2024-Nov-10 18:00, 2460625.250000000,  Uranus,  55.5058855, -0.2646259,
 2024-Nov-11 00:00, 2460625.500000000,  Uranus,  55.4955433, -0.2645937,
 2024-Nov-11 06:00, 2460625.750000000,  Uranus,  55.4851937, -0.2645611,
 2024-Nov-11 12:00, 2460626.000000000,  Uranus,  55.4748369, -0.2645282,
 2024-Nov-11 18:00, 2460626.250000000,  Uranus,  55.4644735, -0.2644951,
 2024-Nov-12 00:00, 2460626.500000000,  Uranus,  55.4541038, -0.2644617,
 2024-Nov-12 06:00, 2460626.750000000,  Uranus,  55.4437282, -0.2644281,
 2024-Nov-12 12:00, 2460627.000000000,  Uranus,  55.4333473, -0.2643942,
 2024-Nov-12 18:00, 2460627.250000000,  Uranus,  55.4229614, -0.2643600,
 2024-Nov-13 00:00, 2460627.500000000,  Uranus,  55.4125711, -0.2643255,
 2024-Nov-13 06:00, 2460627.750000000,  Uranus,  55.4021767, -0.2642907,
 2024-Nov-13 12:00, 2460628.000000000,  Uranus,  55.3917786, -0.2642557,
 2024-Nov-13 18:00, 2460628.250000000,  Uranus,  55.3813773, -0.2642203,
 2024-Nov-14 00:00, 2460628.500000000,  Uranus,  55.3709732, -0.2641846,
 2024-Nov-14 06:00, 2460628.750000000,  Uranus,  55.3605666, -0.2641487,
 2024-Nov-14 12:00, 2460629.000000000,  Uranus,  55.3501580, -0.2641125,
 2024-Nov-14 18:00, 2460629.250000000,  Uranus,  55.3397477, -0.2640761,
 2024-Nov-15 00:00, 2460629.500000000,  Uranus,  55.3293360, -0.2640395,
 2024-Nov-15 06:00, 2460629.750000000,  Uranus,  55.3189232, -0.2640026,
 2024-Nov-15 12:00, 2460630.000000000,  Uranus,  55.3085097, -0.2639655,
 2024-Nov-15 18:00, 2460630.250000000,  Uranus,  55.2980956, -0.2639281,
 2024-Nov-16 00:00, 2460630.500000000,  Uranus,  55.2876811, -0.2638904,
 2024-Nov-16 06:00, 2460630.750000000,  Uranus,  55.2772665, -0.2638524,
 2024-Nov-16 12:00, 2460631.000000000,  Uranus,  55.2668519, -0.2638142,
 2024-Nov-16 18:00, 2460631.250000000,  Uranus,  55.2564373, -0.2637757,
 2024-Nov-17 00:00, 2460631.500000000,  Uranus,  55.2460230, -0.2637370,
 2024-Nov-17 06:00, 2460631.750000000,  Uranus,  55.2356091, -0.2636981,
 2024-Nov-17 12:00, 2460632.000000000,  Uranus,  55.2251957, -0.2636589,
 2024-Nov-17 18:00, 2460632.250000000,  Uranus,  55.2147829, -0.2636194,
 2024-Nov-18 00:00, 2460632.500000000,  Uranus,  55.2043708, -0.2635798,
 2024-Nov-18 06:00, 2460632.750000000,  Uranus,  55.1939595, -0.2635398,
 2024-Nov-18 12:00, 2460633.000000000,  Uranus,  55.1835491, -0.2634997,
 2024-Nov-18 18:00, 2460633.250000000,  Uranus,  55.1731398, -0.2634592,
 2024-Nov-19 00:00, 2460633.500000000,  Uranus,  55.1627316, -0.2634186,
 2024-Nov-19 06:00, 2460633.750000000,  Uranus,  55.1523248, -0.2633777,
 2024-Nov-19 12:00, 2460634.000000000,  Uranus,  55.1419195, -0.2633366,
 2024-Nov-19 18:00, 2460634.250000000,  Uranus,  55.1315159, -0.2632953,
 2024-Nov-20 00:00, 2460634.500000000,  Uranus,  55.1211142, -0.2632538,
 2024-Nov-20 06:00, 2460634.750000000,  Uranus,  55.1107147, -0.2632120,
 2024-Nov-20 12:00, 2460635.000000000,  Uranus,  55.1003176, -0.2631700,
 2024-Nov-20 18:00, 2460635.250000000,  Uranus,  55.0899231, -0.2631278,
